id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|समष्टि अर्थशास्त्र का जनक (Father of Macroeconomics) किसे माना जाता है?|एडम स्मिथ|जॉन मेनार्ड कीन्स|डेविड रिकार्डो|अल्फ्रेड मार्शल|जॉन मेनार्ड कीन्स|MJC-3_U1_T1.1|30
2|समष्टि अर्थशास्त्र की उत्पत्ति किस प्रमुख घटना के जवाब में हुई?|प्रथम विश्व युद्ध|महान मंदी (The Great Depression)|शीत युद्ध|औद्योगिक क्रांति|महान मंदी (The Great Depression)|MJC-3_U1_T1.1|30
3|'महान मंदी' (The Great Depression) का काल मुख्य रूप से क्या था?|1940 का दशक|1929 से 1930 के दशक तक|1970 का दशक|2008 का दशक|1929 से 1930 के दशक तक|MJC-3_U1_T1.1|30
4|कीन्स ने अपनी प्रसिद्ध पुस्तक "रोजगार, ब्याज और मुद्रा का सामान्य सिद्धांत" (The General Theory...) किस वर्ष लिखी थी?|1918|1929|1936|1945|1936|MJC-3_U1_T1.1|30
5|क्लासिकल अर्थशास्त्रियों का मुख्य विचार क्या था?|सरकारी हस्तक्षेप ज़रूरी है|बाज़ार खुद-ब-खुद सब ठीक कर लेता है|बेरोज़गारी एक स्थायी समस्या है|केवल कृषि पर ध्यान देना चाहिए|बाज़ार खुद-ब-खुद सब ठीक कर लेता है|MJC-3_U1_T1.1|30
6|'पूर्ण रोज़गार' (Full Employment) पर अर्थव्यवस्था हमेशा बनी रहेगी, यह किसका मानना था?|जॉन मेनार्ड कीन्स|क्लासिकल अर्थशास्त्री|मिल्टन फ्रीडमैन|पॉल सैमुएलसन|क्लासिकल अर्थशास्त्री|MJC-3_U1_T1.1|30
7|महान मंदी के दौरान बाज़ार खुद-ब-खुद ठीक क्यों नहीं हुआ?|मज़दूरी और कीमतें तेज़ी से बढ़ीं|मज़दूरी और कीमतें समायोजित नहीं हो रही थीं|सरकार का दखल बहुत ज़्यादा था|विदेशी व्यापार बंद हो गया था|मज़दूरी और कीमतें समायोजित नहीं हो रही थीं|MJC-3_U1_T1.1|30
8|कीन्स के अनुसार, अर्थव्यवस्था में सक्रिय रूप से किसे दखल देना चाहिए, खासकर मंदी के समय?|बैंकों को|विदेशी कंपनियों को|सरकारों को|केवल निजी क्षेत्र को|सरकारों को|MJC-3_U1_T1.1|30
9|कीन्स ने सुझाव दिया कि सरकार को कैसे दखल देना चाहिए?|ब्याज दरें बढ़ाकर|कर्मचारियों को नौकरी से निकालकर|सरकारी खर्च बढ़ाकर (जैसे सड़कें बनाना)|टैक्स दरें बढ़ाकर|सरकारी खर्च बढ़ाकर (जैसे सड़कें बनाना)|MJC-3_U1_T1.1|30
10|समष्टि अर्थशास्त्र, अर्थशास्त्र की कौन सी शाखा है?|जो एक व्यक्ति की मांग का अध्ययन करती है|जो एक कंपनी के उत्पादन का अध्ययन करती है|जो अर्थव्यवस्था को एक समग्र इकाई के रूप में देखती है|जो केवल कृषि क्षेत्र का अध्ययन करती है|जो अर्थव्यवस्था को एक समग्र इकाई के रूप में देखती है|MJC-3_U1_T1.1|30
11|समष्टि अर्थशास्त्र किसका अध्ययन करती है?|व्यक्तिगत व्यवहार (Individual behavior)|कुल व्यवहार (Aggregate behavior)|वस्तु विनिमय प्रणाली|प्राचीन अर्थशास्त्र|कुल व्यवहार (Aggregate behavior)|MJC-3_U1_T1.1|30
