id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|मुद्रा की पूर्ति (Money Supply) से क्या तात्पर्य है?|देश के कुल बैंक जमा|बाज़ार में कुल सरकारी ऋण|किसी निश्चित समय में जनता के पास उपलब्ध कुल मुद्रा स्टॉक|केवल केंद्रीय बैंक के पास नकद|किसी निश्चित समय में जनता के पास उपलब्ध कुल मुद्रा स्टॉक|MJC-3_U2_T2.2|30
2|मुद्रा की पूर्ति की अवधारणा कैसी है?|प्रवाह अवधारणा (Flow Concept)|स्टॉक अवधारणा (Stock Concept)|बचत अवधारणा|निवेश अवधारणा|स्टॉक अवधारणा (Stock Concept)|MJC-3_U2_T2.2|30
3|मुद्रा की पूर्ति में 'जनता' (Public) किसे कहा जाता है?|केंद्रीय बैंक|वाणिज्यिक बैंक|परिवार और फर्म (मुद्रा धारक)|केवल सरकार|परिवार और फर्म (मुद्रा धारक)|MJC-3_U2_T2.2|30
4|भारत में मुद्रा की पूर्ति (Money Supply) के विभिन्न माप (Measures) कौन जारी करता है?|वित्त मंत्रालय|भारतीय रिजर्व बैंक (RBI)|वाणिज्यिक बैंक|SEBI|भारतीय रिजर्व बैंक (RBI)|MJC-3_U2_T2.2|30
5|मुद्रा की पूर्ति का सबसे संकीर्ण (Narrow) माप कौन सा है?|M4|M3|M1|M2|M1|MJC-3_U2_T2.2|30
6|M1 में कौन से घटक शामिल हैं?|जनता के पास नकद, माँग जमा, RBI के पास अन्य जमा|माँग जमा और सावधि जमा|केवल नकद और बचत खाते|माँग जमा और डाकघर जमा|जनता के पास नकद, माँग जमा, RBI के पास अन्य जमा|MJC-3_U2_T2.2|30
7|'माँग जमा' (Demand Deposits) क्या होती हैं?|वे जमा जिन्हें चेक द्वारा निकाला जा सकता है|वे जमा जो एक निश्चित अवधि के लिए बंद हैं|केवल सरकारी जमा|केंद्रीय बैंक के पास जमा|वे जमा जिन्हें चेक द्वारा निकाला जा सकता है|MJC-3_U2_T2.2|30
8|M1 माप में किसे 'सबसे तरल' (Most Liquid) माना जाता है?|सावधि जमा|जनता के पास नकद और माँग जमा|डाकघर जमा|सरकारी बांड|जनता के पास नकद और माँग जमा|MJC-3_U2_T2.2|30
9|M2 माप में M1 के अलावा किसे शामिल किया जाता है?|वाणिज्यिक बैंकों की सावधि जमा|डाकघर बचत बैंकों की बचत जमा|सरकारी बांड|RBI के पास अन्य जमा|डाकघर बचत बैंकों की बचत जमा|MJC-3_U2_T2.2|30
10|मुद्रा की पूर्ति के किस माप को 'संकीर्ण मुद्रा' (Narrow Money) भी कहा जाता है?|M1 और M2|M3 और M4|केवल M4|केवल M3|M1 और M2|MJC-3_U2_T2.2|30
