id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|साख सृजन (Credit Creation) का मुख्य कार्य कौन करता है?|केंद्रीय बैंक (RBI)|वाणिज्यिक बैंक|सरकारी ट्रेज़री|डाकघर बचत बैंक|वाणिज्यिक बैंक|MJC-3_U2_T2.3|30
2|साख सृजन की प्रक्रिया किससे शुरू होती है?|सरकारी बांड की बिक्री|बैंकों के पास प्रारंभिक जमा (Primary Deposits)|टैक्स में वृद्धि|निर्यात में कमी|बैंकों के पास प्रारंभिक जमा (Primary Deposits)|MJC-3_U2_T2.3|30
3|साख सृजन की प्रक्रिया किस धारणा पर आधारित है?|सभी जमाओं को नकद में रखा जाता है|लोग अपनी आय का एक हिस्सा ही नकद में रखते हैं|केंद्रीय बैंक साख बनाता है|बैंकों को ऋण नहीं देना चाहिए|लोग अपनी आय का एक हिस्सा ही नकद में रखते हैं|MJC-3_U2_T2.3|30
4|कानूनी आरक्षित अनुपात (Legal Reserve Ratio - LRR) क्या होता है?|बैंकों द्वारा सरकार को दिया गया ऋण|बैंकों द्वारा अपने पास रखी जाने वाली जमा का न्यूनतम हिस्सा|बैंकों द्वारा ग्राहकों को दिया गया ब्याज|बैंकों का कुल लाभ|बैंकों द्वारा अपने पास रखी जाने वाली जमा का न्यूनतम हिस्सा|MJC-3_U2_T2.3|30
5|LRR (कानूनी आरक्षित अनुपात) में कौन से दो घटक शामिल होते हैं?|CRR और SLR|CRR और बैंक दर|SLR और रेपो दर|बैंक दर और रेपो दर|CRR और SLR|MJC-3_U2_T2.3|30
6|नकद आरक्षित अनुपात (Cash Reserve Ratio - CRR) क्या है?|कुल जमा का वह हिस्सा जो बैंक स्वयं के पास नकद रखता है|कुल जमा का वह हिस्सा जो बैंक RBI के पास नकद रखता है|कुल जमा का वह हिस्सा जो सरकार के पास रखा जाता है|कुल जमा का वह हिस्सा जो ऋण के रूप में दिया जाता है|कुल जमा का वह हिस्सा जो बैंक RBI के पास नकद रखता है|MJC-3_U2_T2.3|30
7|सांविधिक तरलता अनुपात (Statutory Liquidity Ratio - SLR) क्या है?|कुल जमा का वह हिस्सा जो बैंक को RBI के पास रखना होता है|कुल जमा का वह हिस्सा जो बैंक को तरल संपत्ति (नकद, सोना, सरकारी प्रतिभूति) के रूप में स्वयं के पास रखना होता है|कुल जमा का वह हिस्सा जो बैंक को ऋण के रूप में देना होता है|कुल जमा का वह हिस्सा जो बैंक को विदेश में निवेश करना होता है|कुल जमा का वह हिस्सा जो बैंक को तरल संपत्ति (नकद, सोना, सरकारी प्रतिभूति) के रूप में स्वयं के पास रखना होता है|MJC-3_U2_T2.3|30
8|साख गुणक (Credit Multiplier) का सूत्र क्या है?|1 / CRR|1 / SLR|1 / LRR|1 / माँग जमा|1 / LRR|MJC-3_U2_T2.3|30
9|यदि LRR 20% है, तो साख गुणक क्या होगा?|5|20|10|25|5|MJC-3_U2_T2.3|30
10|बैंकों द्वारा 'साख निर्माण की अधिकतम सीमा' (Maximum Credit Creation) का सूत्र क्या है?|प्रारंभिक जमा \times CRR|प्रारंभिक जमा \times SLR|प्रारंभिक जमा \times साख गुणक|प्रारंभिक जमा + LRR|प्रारंभिक जमा \times साख गुणक|MJC-3_U2_T2.3|30
11|यदि LRR 10% है और प्रारंभिक जमा ₹1000 है, तो कुल साख निर्माण कितना होगा?|₹1000|₹10000|₹100|₹9000|₹10000|MJC-3_U2_T2.3|30
12|साख सृजन की प्रक्रिया में बैंक जमाओं का निर्माण कैसे होता है?|केवल नकद जमा से|बैंकों द्वारा ऋण देने से|सरकारी खर्च से|टैक्स से|बैंकों द्वारा ऋण देने से|MJC-3_U2_T2.3|30
13|बैंकों द्वारा ऋण देने से निर्मित जमाएँ क्या कहलाती हैं?|प्राथमिक जमा|व्युत्पन्न जमा (Derivative Deposits)|सावधि जमा|सरकारी जमा|व्युत्पन्न जमा (Derivative Deposits)|MJC-3_U2_T2.3|30
