id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|विकासशील देशों में कीन्स के सिद्धांत की प्रासंगिकता की मुख्य सीमा क्या है?|अत्यधिक उपभोग|संरचनात्मक कठोरताएँ और उत्पादन क्षमता की कमी|कम सरकारी व्यय|उच्च बचत दर|संरचनात्मक कठोरताएँ और उत्पादन क्षमता की कमी|MJC-3_U3_T3.4|30
2|कीन्स के सिद्धांत की एक प्रमुख धारणा क्या है, जो विकासशील देशों में सीमित है?|पूर्ण रोज़गार|अतिरिक्त क्षमता (Excess Capacity) और अस्थिर कीमतें|उच्च मुद्रास्फीति|कम बचत दर|अतिरिक्त क्षमता (Excess Capacity) और अस्थिर कीमतें|MJC-3_U3_T3.4|30
3|विकासशील देशों में कीन्स की राजकोषीय नीति (Fiscal Policy) अपनाने से कौन-सा जोखिम बढ़ सकता है?|रोज़गार में कमी|कीमतों में वृद्धि (मुद्रास्फीति) और आपूर्ति बाधाएँ|उच्च ब्याज दर|केवल GDP में वृद्धि|कीमतों में वृद्धि (मुद्रास्फीति) और आपूर्ति बाधाएँ|MJC-3_U3_T3.4|30
4|कीन्स का सिद्धांत किस प्रकार की बेरोज़गारी (Unemployment) पर अधिक लागू होता है?|संरचनात्मक बेरोज़गारी|चक्रीय बेरोज़गारी (Cyclical Unemployment) या अनैच्छिक बेरोज़गारी|प्रच्छन्न बेरोज़गारी|तकनीकी बेरोज़गारी|चक्रीय बेरोज़गारी (Cyclical Unemployment) या अनैच्छिक बेरोज़गारी|MJC-3_U3_T3.4|30
5|विकासशील अर्थव्यवस्थाओं में किस कारण से समष्टि मांग (Aggregate Demand) बढ़ाना तुरंत मुद्रास्फीति को जन्म दे सकता है?|कम बचत दर|उत्पादन के कारकों की अपर्याप्त आपूर्ति (Supply Bottlenecks)|कम सरकारी व्यय|उच्च आयात|उत्पादन के कारकों की अपर्याप्त आपूर्ति (Supply Bottlenecks)|MJC-3_U3_T3.4|30
6|कीन्स के सिद्धांत का कौन-सा लाभ विकासशील देशों में 'गरीबी के दुष्चक्र' (Vicious Circle of Poverty) को तोड़ने में सहायक हो सकता है?|सरकारी हस्तक्षेप द्वारा निवेश और मांग बढ़ाना|बाज़ार को अकेला छोड़ देना|केवल निजी निवेश को बढ़ावा देना|उच्च कर लगाना|सरकारी हस्तक्षेप द्वारा निवेश और मांग बढ़ाना|MJC-3_U3_T3.4|30
7|विकासशील देशों में 'मुद्रा गुणक' (Monetary Multiplier) की प्रभावशीलता क्यों कम होती है?|उच्च ब्याज दर के कारण|असंगठित मुद्रा बाजार (Unorganised money market) और नकदी रखने की उच्च प्रवृत्ति के कारण|उच्च बचत के कारण|कम सरकारी व्यय के कारण|असंगठित मुद्रा बाजार (Unorganised money market) और नकदी रखने की उच्च प्रवृत्ति के कारण|MJC-3_U3_T3.4|30
8|कीन्स के अनुसार, प्रभावी मांग (Effective Demand) में वृद्धि करने के लिए सरकारी हस्तक्षेप का उपयोग विकासशील देशों में किस कमी को दूर करने में सहायक है?|केवल उपभोग की कमी|निजी निवेश को प्रेरित करने में असमर्थता|केवल सरकारी खर्च|उच्च निर्यात|निजी निवेश को प्रेरित करने में असमर्थता|MJC-3_U3_T3.4|30
9|कीन्सियन विश्लेषण में 'प्रच्छन्न बेरोज़गारी' (Disguised Unemployment) की समस्या का समाधान क्यों सीमित है?|यह केवल चक्रीय है|यह उत्पादन क्षमता की कमी से संबंधित संरचनात्मक समस्या है|यह केवल मौद्रिक नीति से संबंधित है|यह उच्च करों के कारण होता है|यह उत्पादन क्षमता की कमी से संबंधित संरचनात्मक समस्या है|MJC-3_U3_T3.4|30
10|कीन्सियन नीति के तहत 'सरकारी निवेश' (Government Investment) विकासशील देशों में किस क्षेत्र पर ध्यान केंद्रित करने पर अधिक प्रभावी होता है?|केवल विलासिता वस्तुएँ|बुनियादी ढाँचा (Infrastructure) और मानव पूंजी|केवल आयात|केवल निजी उपभोग|बुनियादी ढाँचा (Infrastructure) और मानव पूंजी|MJC-3_U3_T3.4|30
11|कीन्स के सिद्धांत की सीमा के रूप में, विकासशील देशों में करों (Taxes) और बचत (Savings) के बीच का संबंध कैसा है?|कर और बचत दोनों कम हैं, जिससे निवेश के लिए संसाधन सीमित हैं|कर और बचत दोनों अधिक हैं|कर अधिक है, बचत कम है|कर कम है, बचत अधिक है|कर और बचत दोनों कम हैं, जिससे निवेश के लिए संसाधन सीमित हैं|MJC-3_U3_T3.4|30
12|विकासशील देशों में राजकोषीय नीति को लागू करने में कौन सी 'वित्तीय सीमा' (Financial Constraint) आती है?|कम ब्याज दर|सरकारी व्यय के वित्तपोषण के लिए पूंजी बाजार की अपर्याप्तता|उच्च सरकारी ऋण|केवल निजी निवेश|सरकारी व्यय के वित्तपोषण के लिए पूंजी बाजार की अपर्याप्तता|MJC-3_U3_T3.4|30
13|कीन्स के 'गुणक प्रभाव' (Multiplier Effect) का वास्तविक मान विकासशील देशों में अक्सर सैद्धांतिक मान से कम क्यों होता है?|उच्च निवेश के कारण|रिसाव (Leakages) जैसे आयात की उच्च प्रवृत्ति और नकदी रखने की प्रवृत्ति के कारण|उच्च बचत के कारण|कम सरकारी व्यय के कारण|रिसाव (Leakages) जैसे आयात की उच्च प्रवृत्ति और नकदी रखने की प्रवृत्ति के कारण|MJC-3_U3_T3.4|30
14|विकासशील देशों के लिए कीन्स के सिद्धांत का सबसे महत्वपूर्ण लाभ यह है कि यह ________ की भूमिका को वैध बनाता है।|निजी क्षेत्र|सरकार (राज्य)|अंतर्राष्ट्रीय व्यापार|बाज़ार तंत्र|सरकार (राज्य)|MJC-3_U3_T3.4|30
15|यदि कीन्सियन राजकोषीय प्रोत्साहन (Fiscal Stimulus) से 'संरचनात्मक बेरोज़गारी' का समाधान नहीं होता है, तो उसका परिणाम क्या होगा?|केवल रोज़गार|केवल मुद्रास्फीति (Inflation)|केवल GDP में कमी|केवल निर्यात में वृद्धि|केवल मुद्रास्फीति (Inflation)|MJC-3_U3_T3.4|30
