id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|नाममात्र GDP (Nominal GDP) किस कीमत पर मापा जाता है?|आधार वर्ष की कीमतें|स्थिर कीमतें|चालू वर्ष की कीमतें|औसत कीमतें|चालू वर्ष की कीमतें|MJC-3_U1_T1.5|30
2|वास्तविक GDP (Real GDP) किस कीमत पर मापा जाता है?|चालू वर्ष की कीमतें|स्थिर कीमतें (आधार वर्ष)|पिछले वर्ष की कीमतें|बाज़ार कीमतें|स्थिर कीमतें (आधार वर्ष)|MJC-3_U1_T1.5|30
3|आर्थिक कल्याण और विकास का बेहतर संकेतक कौन सा है?|नाममात्र GDP|वास्तविक GDP|GDP डिफ्लेटर|राष्ट्रीय आय|वास्तविक GDP|MJC-3_U1_T1.5|30
4|नाममात्र GDP में वृद्धि किसके कारण हो सकती है?|केवल उत्पादन की वृद्धि|केवल कीमतों की वृद्धि|उत्पादन और कीमत दोनों की वृद्धि|केवल निर्यात की वृद्धि|उत्पादन और कीमत दोनों की वृद्धि|MJC-3_U1_T1.5|30
5|वास्तविक GDP में परिवर्तन केवल किसे दर्शाता है?|सामान्य मूल्य स्तर में बदलाव|उत्पादन की भौतिक मात्रा में बदलाव|शुद्ध अप्रत्यक्ष कर में बदलाव|घिसावट में बदलाव|उत्पादन की भौतिक मात्रा में बदलाव|MJC-3_U1_T1.5|30
6|GDP डिफ्लेटर (GDP Deflator) किसका माप है?|बेरोज़गारी|मुद्रास्फीति (Inflation)|राष्ट्रीय बचत|शुद्ध निर्यात|मुद्रास्फीति (Inflation)|MJC-3_U1_T1.5|30
7|GDP डिफ्लेटर का सूत्र क्या है?|(वास्तविक GDP / नाममात्र GDP) \times 100|(नाममात्र GDP / वास्तविक GDP) \times 100|(GDP \times Deflator) / 100|(NNP / GDP) \times 100|(नाममात्र GDP / वास्तविक GDP) \times 100|MJC-3_U1_T1.5|30
8|यदि नाममात्र GDP ₹1000 है और वास्तविक GDP ₹800 है, तो GDP डिफ्लेटर क्या होगा?|80|125|100|120|125|MJC-3_U1_T1.5|30
9|यदि GDP डिफ्लेटर 100 से अधिक है, तो इसका क्या अर्थ है?|कीमतें आधार वर्ष से कम हैं|कीमतें आधार वर्ष से अधिक हैं|उत्पादन कम हुआ है|बेरोज़गारी बढ़ी है|कीमतें आधार वर्ष से अधिक हैं|MJC-3_U1_T1.5|30
10|वास्तविक GDP की गणना के लिए 'आधार वर्ष' (Base Year) कैसा होना चाहिए?|हाल ही का वर्ष|मंदी का वर्ष|असामान्य मूल्य वाला वर्ष|सामान्य कीमतों वाला वर्ष|सामान्य कीमतों वाला वर्ष|MJC-3_U1_T1.5|30
