id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'आपदा' (Disaster) शब्द की उत्पत्ति मुख्य रूप से किस भाषा से हुई है?|लैटिन|ग्रीक|फ्रेंच|अंग्रेजी|फ्रेंच|AEC-3_U1_T1.1|30
2|आपदा शब्द का मूल अर्थ क्या है?|बुरा काम (Bad Work)|बुरा सितारा (Bad Star)|बड़ा तूफान|अप्रत्याशित लाभ|बुरा सितारा (Bad Star)|AEC-3_U1_T1.1|30
3|आपदा की परिभाषा के अनुसार, कौन सी घटना मानव जीवन, संपत्ति और पर्यावरण को गंभीर नुकसान पहुँचाती है?|छोटी दुर्घटना|असामान्य और विनाशकारी घटना|रोज़मर्रा का कार्य|साधारण बारिश|असामान्य और विनाशकारी घटना|AEC-3_U1_T1.1|30
4|आपदा में होने वाले नुकसान की पूर्ति के लिए किस क्षमता की आवश्यकता होती है?|स्थानीय संसाधनों से परे की क्षमता (Capacity beyond local resources)|केवल पुलिस बल की क्षमता|केवल व्यक्तिगत क्षमता|पड़ोसी की मदद लेने की क्षमता|स्थानीय संसाधनों से परे की क्षमता (Capacity beyond local resources)|AEC-3_U1_T1.1|30
5|आपदा वह घटना है जो किसी समुदाय को उसकी ________ क्षमता से मुकाबला करने में अक्षम कर देती है।|आर्थिक|राजनीतिक|स्वयं की (Own)|केवल भौतिक|स्वयं की (Own)|AEC-3_U1_T1.1|30
6|आपदा को किस आधार पर वर्गीकृत किया जा सकता है?|केवल समय|उत्पत्ति (Origin), गति (Speed) और प्रभाव (Impact)|केवल देश|केवल तापमान|उत्पत्ति (Origin), गति (Speed) और प्रभाव (Impact)|AEC-3_U1_T1.1|30
7|आपदा के मुख्य घटक (Components) क्या हैं?|केवल भूकंप|खतरा (Hazard) और भेद्यता/असुरक्षा (Vulnerability)|केवल लाभ|केवल बचाव कार्य|खतरा (Hazard) और भेद्यता/असुरक्षा (Vulnerability)|AEC-3_U1_T1.1|30
8|आपदाओं को मोटे तौर पर कितने मुख्य प्रकारों में विभाजित किया जाता है?|दो (प्राकृतिक और मानवजनित)|चार|छह|आठ|दो (प्राकृतिक और मानवजनित)|AEC-3_U1_T1.1|30
9|निम्न में से कौन-सा आपदा का 'अपरिहार्य' (Unavoidable) परिणाम है?|उच्च आर्थिक विकास|मानव जीवन की हानि और आजीविका का नुकसान|शांति और स्थिरता|तेज़ विकास|मानव जीवन की हानि और आजीविका का नुकसान|AEC-3_U1_T1.1|30
10|आपदा प्रबंधन (Disaster Management) की आवश्यकता क्यों होती है?|केवल मनोरंजन के लिए|आपदा के प्रभावों को कम करने और प्रतिक्रिया को व्यवस्थित करने के लिए|केवल नियम तोड़ने के लिए|केवल धन खर्च करने के लिए|आपदा के प्रभावों को कम करने और प्रतिक्रिया को व्यवस्थित करने के लिए|AEC-3_U1_T1.1|30
