id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|बाढ़ (Flood) का सबसे सामान्य प्राकृतिक कारण क्या है?|भूकंप|भारी और लगातार वर्षा|ज्वालामुखी विस्फोट|जंगल की आग|भारी और लगातार वर्षा|AEC-3_U1_T1.2.1.1|30
2|चक्रवात (Cyclone) को प्रशांत महासागर क्षेत्र में किस नाम से जाना जाता है?|टॉरनेडो|हरीकेन (Hurricane)|टाइफून (Typhoon)|भूकंप|टाइफून (Typhoon)|AEC-3_U1_T1.2.1.2|30
3|भूकंप (Earthquake) की तीव्रता (Intensity) मापने के लिए किस पैमाने (Scale) का उपयोग किया जाता है?|सेल्सियस पैमाना|रिक्टर पैमाना (Richter Scale)|एम्पीयर पैमाना|लीटर पैमाना|रिक्टर पैमाना (Richter Scale)|AEC-3_U1_T1.2.1.3|30
4|भूस्खलन (Landslides) का सबसे प्रमुख प्राकृतिक कारण क्या है?|तेज हवा|पानी का रिसाव और मिट्टी का कटाव|कम तापमान|सूखा|पानी का रिसाव और मिट्टी का कटाव|AEC-3_U1_T1.2.1.4|30
5|बाढ़ के दौरान कौन सी स्वास्थ्य समस्या सबसे अधिक फैलती है?|कैंसर|जलजनित रोग (Waterborne diseases) जैसे हैजा|उच्च रक्तचाप|सर्दी-जुकाम|जलजनित रोग (Waterborne diseases) जैसे हैजा|AEC-3_U1_T1.2.1.1|30
6|चक्रवात का कौन सा भाग 'आँख' (Eye) कहलाता है?|तूफान का किनारा|कम दबाव वाला शांत केंद्र|सबसे तेज़ हवा वाला क्षेत्र|बादलों का ऊपरी भाग|कम दबाव वाला शांत केंद्र|AEC-3_U1_T1.2.1.2|30
7|भूकंप का वह बिंदु जहाँ से ऊर्जा तरंगें उत्पन्न होती हैं, क्या कहलाता है?|अधिकेंद्र (Epicenter)|हायपोसेंटर (Hypocenter/Focus)|सतह बिंदु|किनारा बिंदु|हायपोसेंटर (Hypocenter/Focus)|AEC-3_U1_T1.2.1.3|30
8|भूस्खलन का एक 'मानवजनित' कारण क्या है?|भारी बारिश|पहाड़ी ढलानों पर बिना योजना के निर्माण और वनों की कटाई|कम तापमान|सूखा|पहाड़ी ढलानों पर बिना योजना के निर्माण और वनों की कटाई|AEC-3_U1_T1.2.1.4|30
9|बाढ़ नियंत्रण (Flood Control) के लिए कौन सा उपाय प्रभावी है?|केवल मकान बनाना|बांधों (Dams) और तटबंधों (Embankments) का निर्माण|पेड़ों को काटना|सड़कें बनाना|बांधों (Dams) और तटबंधों (Embankments) का निर्माण|AEC-3_U1_T1.2.1.1|30
10|चक्रवात के बनने के लिए समुद्र की सतह का न्यूनतम तापमान कितना होना चाहिए?|15°C|26.5°C या उससे अधिक|10°C|40°C|26.5°C या उससे अधिक|AEC-3_U1_T1.2.1.2|30
11|भूकंप से निकलने वाली प्राथमिक तरंगें (Primary Waves) कौन सी हैं, जो सबसे पहले पहुँचती हैं?|S-तरंगें|P-तरंगें (P-Waves)|L-तरंगें|सतह तरंगें|P-तरंगें (P-Waves)|AEC-3_U1_T1.2.1.3|30
12|भूस्खलन के जोखिम वाले क्षेत्रों में किस प्रकार के निर्माण से बचना चाहिए?|समतल निर्माण|बहुमंजिला इमारतें और गहरी नींव वाली संरचनाएँ|केवल लकड़ी के घर|केवल एक कमरे का घर|बहुमंजिला इमारतें और गहरी नींव वाली संरचनाएँ|AEC-3_U1_T1.2.1.4|30
13|बाढ़ के दौरान क्या करना 'अनिवार्य' है?|बिजली के उपकरणों को छूना|सुरक्षित और ऊँचे स्थानों पर जाना|अपने घर में रहना|पानी में तैरना|सुरक्षित और ऊँचे स्थानों पर जाना|AEC-3_U1_T1.2.1.1|30
14|चक्रवात के आने से पहले तटीय क्षेत्रों में किस प्रकार की चेतावनी जारी की जाती है?|सूखा चेतावनी|उच्च ज्वार/तूफान वृद्धि चेतावनी (Storm Surge Warning)|गर्मी की चेतावनी|ठंड की चेतावनी|उच्च ज्वार/तूफान वृद्धि चेतावनी (Storm Surge Warning)|AEC-3_U1_T1.2.1.2|30
15|भूकंप की तीव्रता मापने वाले उपकरण को क्या कहते हैं?|टेलीस्कोप|सिस्मोग्राफ (Seismograph)|बैरोग्राफ|हाइड्रोमीटर|सिस्मोग्राफ (Seismograph)|AEC-3_U1_T1.2.1.3|30
16|भूस्खलन को रोकने के लिए 'बायो-इंजीनियरिंग' (Bio-Engineering) में क्या शामिल है?|केवल कंक्रीट दीवारें|ढलान पर उपयुक्त वनस्पति (पेड़ और घास) लगाना|पहाड़ों को काटना|जंगल जलाना|ढलान पर उपयुक्त वनस्पति (पेड़ और घास) लगाना|AEC-3_U1_T1.2.1.4|30
17|बाढ़ का एक 'मानवजनित' कारण क्या है?|अत्यधिक वर्षा|नदी के किनारे अतिक्रमण और जल निकासी अवरुद्ध करना|केवल बर्फबारी|चक्रवात|नदी के किनारे अतिक्रमण और जल निकासी अवरुद्ध करना|AEC-3_U1_T1.2.1.1|30
18|चक्रवात के कारण होने वाली सबसे बड़ी जान-माल की हानि किससे होती है?|तेज बारिश|तूफान वृद्धि (Storm Surge) और तेज हवाओं से|केवल बिजली गिरने से|केवल कम तापमान से|तूफान वृद्धि (Storm Surge) और तेज हवाओं से|AEC-3_U1_T1.2.1.2|30
19|भूकंप का 'अधिकेंद्र' (Epicenter) कहाँ स्थित होता है?|पृथ्वी के केंद्र में|हायपोसेंटर के ठीक ऊपर पृथ्वी की सतह पर|समुद्र के नीचे|वायुमंडल में|हायपोसेंटर के ठीक ऊपर पृथ्वी की सतह पर|AEC-3_U1_T1.2.1.3|30
20|भूस्खलन का तात्कालिक कारण क्या हो सकता है?|भूस्खलन|भूकंप या भारी वर्षा के कारण ढलान का अस्थिर होना|केवल सूखा|केवल कम तापमान|भूकंप या भारी वर्षा के कारण ढलान का अस्थिर होना|AEC-3_U1_T1.2.1.4|30
21|फ्लैश फ्लड (Flash Flood) का क्या अर्थ है?|धीरे-धीरे आने वाली बाढ़|अचानक और तेज़ी से आने वाली बाढ़|केवल समुद्र की बाढ़|केवल नदी की बाढ़|अचानक और तेज़ी से आने वाली बाढ़|AEC-3_U1_T1.2.1.1|30
22|चक्रवात के बाद 'पुनर्प्राप्ति' (Recovery) चरण में क्या आवश्यक है?|केवल गपशप करना|बिजली और संचार लाइनों को बहाल करना|तूफान की भविष्यवाणी करना|केवल भोजन बनाना|बिजली और संचार लाइनों को बहाल करना|AEC-3_U1_T1.2.1.2|30
23|भूकंप के दौरान क्या करना 'सबसे सुरक्षित' है?|भागना|ड्रॉप, कवर और होल्ड ऑन (Drop, Cover, and Hold On)|खिड़की के पास खड़े होना|बाहर निकलकर भागना|ड्रॉप, कवर और होल्ड ऑन (Drop, Cover, and Hold On)|AEC-3_U1_T1.2.1.3|30
24|भूस्खलन से प्रभावित क्षेत्रों में किस प्रकार के 'बुनियादी ढाँचे' को सबसे अधिक नुकसान होता है?|केवल स्कूल|सड़कें, रेलमार्ग और संचार लाइनें|केवल अस्पताल|केवल मंदिर|सड़कें, रेलमार्ग और संचार लाइनें|AEC-3_U1_T1.2.1.4|30
25|बाढ़ के दौरान 'पेयजल' (Drinking Water) का क्या होना चाहिए?|सीधे पीना|उबालना या शुद्ध करना|केवल बारिश का पानी पीना|नदी का पानी पीना|उबालना या शुद्ध करना|AEC-3_U1_T1.2.1.1|30
26|चक्रवात की गति की दिशा किस पर निर्भर करती है?|केवल तापमान|पृथ्वी के घूर्णन (Coriolis effect) और प्रचलित हवाओं पर|केवल वर्षा पर|केवल भूकंप पर|पृथ्वी के घूर्णन (Coriolis effect) और प्रचलित हवाओं पर|AEC-3_U1_T1.2.1.2|30
