id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|टेक्टोनिक प्लेटों की गति के कारण पृथ्वी की सतह पर ऊर्जा का अचानक विमोचन किस आपदा का कारण बनता है?|चक्रवात|भूकंप (Earthquake)|बाढ़|सूखा|भूकंप (Earthquake)|AEC-3_U1_T1.3|30
2|किसी आपदा का दीर्घकालिक सामाजिक प्रभाव क्या हो सकता है?|भवन निर्माण|फसलों की वृद्धि|मनोवैज्ञानिक आघात (Psychological Trauma) और विस्थापन|केवल सड़क निर्माण|मनोवैज्ञानिक आघात (Psychological Trauma) और विस्थापन|AEC-3_U1_T1.3|30
3|2004 की हिंद महासागर सुनामी किस प्राकृतिक आपदा का परिणाम थी?|ज्वालामुखी|समुद्र के नीचे भूकंप|चक्रवात|भूस्खलन|समुद्र के नीचे भूकंप|AEC-3_U1_T1.3|30
4|औद्योगिक प्रदूषण के कारण होने वाली आपदा का सबसे आम पर्यावरणीय प्रभाव क्या है?|केवल स्वच्छ हवा|जल, वायु और मृदा का संदूषण (Contamination)|केवल तेज बारिश|केवल बाढ़|जल, वायु और मृदा का संदूषण (Contamination)|AEC-3_U1_T1.3|30
5|भारी वर्षा के कारण मिट्टी और चट्टानों के ढलान से नीचे आने की घटना क्या कहलाती है?|चक्रवात|भूस्खलन (Landslides)|सूखा|भूकंप|भूस्खलन (Landslides)|AEC-3_U1_T1.3|30
6|चक्रवात का मुख्य प्रभाव क्या होता है?|भूस्खलन|तूफान वृद्धि (Storm Surge) और तेज़ हवाओं से नुकसान|केवल सूखा|केवल भूकंप|तूफान वृद्धि (Storm Surge) और तेज़ हवाओं से नुकसान|AEC-3_U1_T1.3|30
7|चेरनोबिल (Chernobyl) और फुकुशिमा (Fukushima) के उदाहरण किस प्रकार की मानवजनित आपदा से संबंधित हैं?|रासायनिक रिसाव|परमाणु आपदा (Nuclear Disaster)|जैविक आपदा|युद्ध|परमाणु आपदा (Nuclear Disaster)|AEC-3_U1_T1.3|30
8|सूखे (Drought) का मुख्य आर्थिक प्रभाव क्या है?|केवल औद्योगिक लाभ|कृषि और पशुधन का नुकसान, जिससे खाद्य असुरक्षा होती है|केवल सड़क दुर्घटना|केवल बाढ़|कृषि और पशुधन का नुकसान, जिससे खाद्य असुरक्षा होती है|AEC-3_U1_T1.3|30
9|इलेक्ट्रिकल शॉर्ट सर्किट किस प्रकार की आपदा का एक आम कारण है?|चक्रवात|आग लगना (Fire)|भूस्खलन|सुनामी|आग लगना (Fire)|AEC-3_U1_T1.3|30
10|COVID-19 जैसी महामारी किस प्रकार की आपदा का एक वास्तविक उदाहरण है?|रासायनिक आपदा|जैविक आपदा (Biological Disaster)|परमाणु आपदा|संरचनात्मक विफलता|जैविक आपदा (Biological Disaster)|AEC-3_U1_T1.3|30
11|बाढ़ (Flood) का एक महत्वपूर्ण 'मानवजनित' कारण क्या है?|भारी वर्षा|अतिक्रमण, वनों की कटाई और खराब जल निकासी प्रणाली|केवल भूकंप|केवल तूफान|अतिक्रमण, वनों की कटाई और खराब जल निकासी प्रणाली|AEC-3_U1_T1.3|30
12|भूकंप से होने वाला सबसे बड़ा भौतिक नुकसान क्या है?|केवल फसलों का नुकसान|इमारतों और बुनियादी ढाँचे का गिरना (Collapse)|केवल नदी का बहाव|केवल हवा का बहाव|इमारतों और बुनियादी ढाँचे का गिरना (Collapse)|AEC-3_U1_T1.3|30
13|औद्योगिक दुर्घटनाओं (जैसे गैस रिसाव) के लिए जिम्मेदार एक मुख्य मानवीय कारण क्या है?|केवल मौसम|सुरक्षा प्रोटोकॉल की अनदेखी और खराब रखरखाव|केवल चक्रवात|केवल बाढ़|सुरक्षा प्रोटोकॉल की अनदेखी और खराब रखरखाव|AEC-3_U1_T1.3|30
14|आतंकवादी हमला (Terrorist Attack) किस प्रकार की मानवजनित आपदा का उदाहरण है?|दुर्घटना|युद्ध एवं आतंकवाद (War & Terrorism)|संरचनात्मक विफलता|जैविक आपदा|युद्ध एवं आतंकवाद (War & Terrorism)|AEC-3_U1_T1.3|30
15|अत्यधिक गर्मी (Heat Wave) का क्या प्रभाव होता है?|केवल बाढ़|डीहाइड्रेशन, हीट स्ट्रोक और मृत्यु दर में वृद्धि|केवल कम तापमान|केवल अच्छी नींद|डीहाइड्रेशन, हीट स्ट्रोक और मृत्यु दर में वृद्धि|AEC-3_U1_T1.3|30
16|2013 में उत्तराखंड में आई आपदा (बाढ़ और भूस्खलन) किस प्रकार के संयुक्त खतरे का उदाहरण है?|केवल औद्योगिक|जल विज्ञान और भूवैज्ञानिक|केवल परमाणु|केवल आग|जल विज्ञान और भूवैज्ञानिक|AEC-3_U1_T1.3|30
17|वायुयान दुर्घटना (Air Accident) का एक मुख्य कारण क्या है?|केवल अच्छी ट्रेनिंग|पायलट की त्रुटि या खराब यांत्रिक विफलता|केवल कम गति|केवल साफ हवा|पायलट की त्रुटि या खराब यांत्रिक विफलता|AEC-3_U1_T1.3|30
18|आग बुझाने के लिए ऑक्सीजन की आपूर्ति को हटाना क्या कहलाता है?|शीतलन (Cooling)|दम घुटना (Smothering/Starving)|केवल पानी|केवल हवा|दम घुटना (Smothering/Starving)|AEC-3_U1_T1.3|30
19|परमाणु आपदा का सबसे बड़ा पर्यावरणीय प्रभाव क्या है?|केवल ध्वनि प्रदूषण|मिट्टी और जल स्रोतों का लंबे समय तक विकिरण संदूषण|केवल पेड़ काटना|केवल अच्छा तापमान|मिट्टी और जल स्रोतों का लंबे समय तक विकिरण संदूषण|AEC-3_U1_T1.3|30
20|जैव विविधता (Biodiversity) का नुकसान किस धीमी शुरुआत वाली आपदा का प्रभाव है?|भूकंप|सूखा और जलवायु परिवर्तन|बाढ़|चक्रवात|सूखा और जलवायु परिवर्तन|AEC-3_U1_T1.3|30
21|समुद्री दुर्घटना (Sea Accident) में तेल रिसाव (Oil Spill) का क्या परिणाम होता है?|केवल पानी साफ|समुद्री पारिस्थितिकी तंत्र (Marine Ecosystem) का विनाश|केवल हवा साफ|केवल मिट्टी साफ|समुद्री पारिस्थितिकी तंत्र (Marine Ecosystem) का विनाश|AEC-3_U1_T1.3|30
22|खराब निर्माण सामग्री का उपयोग करना किस आपदा का कारण बनता है?|चक्रवात|इमारतों का गिरना (Building Collapse)|सूखा|भूस्खलन|इमारतों का गिरना (Building Collapse)|AEC-3_U1_T1.3|30
23|सूखे के कारण समुदाय में होने वाला 'सामाजिक प्रभाव' क्या है?|केवल औद्योगिक लाभ|आजीविका का नुकसान, पलायन और संघर्ष में वृद्धि|केवल उच्च वेतन|केवल अच्छा भोजन|आजीविका का नुकसान, पलायन और संघर्ष में वृद्धि|AEC-3_U1_T1.3|30
24|युद्ध और आतंकवाद के दौरान कौन सा 'मानवीय संकट' उत्पन्न होता है?|केवल वित्तीय लाभ|शरणार्थी संकट और खाद्य असुरक्षा|केवल राजनीतिक लाभ|केवल अच्छा मौसम|शरणार्थी संकट और खाद्य असुरक्षा|AEC-3_U1_T1.3|30
25|अंधाधुंध शहरीकरण (Unplanned Urbanization) किस प्रकार की आपदा के जोखिम को बढ़ाता है?|केवल परमाणु|बाढ़ और संरचनात्मक विफलता|केवल जैविक|केवल सूखा|बाढ़ और संरचनात्मक विफलता|AEC-3_U1_T1.3|30
26|चक्रवात के दौरान 'तेज हवाओं' का मुख्य प्रभाव क्या है?|केवल कम तापमान|बुनियादी ढाँचे का टूटना, पेड़ गिरना और बिजली गुल होना|केवल अच्छी फसल|केवल कम बारिश|बुनियादी ढाँचे का टूटना, पेड़ गिरना और बिजली गुल होना|AEC-3_U1_T1.3|30
27|जैविक आपदा के प्रसार में कौन सा कारक सबसे अधिक योगदान देता है?|केवल भूकंप|तीव्र मानव गतिशीलता और वैश्विक यात्रा|केवल अच्छी इमारतें|केवल आग|तीव्र मानव गतिशीलता और वैश्विक यात्रा|AEC-3_U1_T1.3|30
28|रेल दुर्घटना (Rail Accident) का एक 'मानवीय त्रुटि' कारक क्या है?|केवल अच्छा ट्रैक|सिग्नल की अनदेखी या ड्राइवर की थकान|केवल कम गति|केवल साफ हवा|सिग्नल की अनदेखी या ड्राइवर की थकान|AEC-3_U1_T1.3|30
29|भारत में 'केदारनाथ आपदा' (2013) किस नदी में आई अत्यधिक बाढ़ का उदाहरण है?|गंगा|मंदाकिनी (Mandakini) और अलकनंदा|यमुना|नर्मदा|मंदाकिनी (Mandakini) और अलकनंदा|AEC-3_U1_T1.3|30
