id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|आपदा जोखिम प्रबंधन (DRM) में सूचना (Information) का प्राथमिक उद्देश्य क्या है?|केवल मनोरंजन|जोखिमों, चेतावनियों और सुरक्षा उपायों के बारे में जागरूकता बढ़ाना|केवल प्रतिक्रिया को रोकना|केवल गपशप करना|जोखिमों, चेतावनियों और सुरक्षा उपायों के बारे में जागरूकता बढ़ाना|AEC-3_U3_T3.4|30
2|आपदा की स्थिति में 'जानकारी का प्रवाह' (Flow of Information) कैसा होना चाहिए?|अस्पष्ट और धीमा|तेज़, सटीक, स्पष्ट और बहु-दिशात्मक (Multi-directional)|केवल एकतरफा|केवल गोपनीय|तेज़, सटीक, स्पष्ट और बहु-दिशात्मक (Multi-directional)|AEC-3_U3_T3.4.1|30
3|जन-जागरूकता (Public Awareness) का मुख्य लक्ष्य क्या है?|केवल भय फैलाना|समुदाय को उनके जोखिमों और तैयारी की आवश्यकता के बारे में शिक्षित करना|केवल प्रतिक्रिया में देरी|केवल कानून तोड़ना|समुदाय को उनके जोखिमों और तैयारी की आवश्यकता के बारे में शिक्षित करना|AEC-3_U3_T3.4.2|30
4|प्रशिक्षण कार्यक्रम (Training Programs) का मुख्य उद्देश्य क्या है?|केवल पैसा देना|आपदा प्रतिक्रिया के लिए आवश्यक कौशल (जैसे, प्राथमिक चिकित्सा, खोज) प्रदान करना|केवल मनोरंजन|केवल बहस करना|आपदा प्रतिक्रिया के लिए आवश्यक कौशल (जैसे, प्राथमिक चिकित्सा, खोज) प्रदान करना|AEC-3_U3_T3.4.3|30
5|आपदा की चेतावनी को 'बहु-चैनल' (Multi-channel) माध्यम से क्यों प्रसारित करना चाहिए?|केवल एक ही चैनल|यह सुनिश्चित करने के लिए कि संदेश अधिकतम और विभिन्न लोगों तक पहुँचे|केवल एक ही भाषा|केवल सजावट|यह सुनिश्चित करने के लिए कि संदेश अधिकतम और विभिन्न लोगों तक पहुँचे|AEC-3_U3_T3.4.1|30
6|जन-जागरूकता अभियान (Awareness Campaigns) में कौन सा संचार उपकरण सबसे अधिक प्रभावी है?|केवल पत्र लिखना|दृश्य मीडिया (Visual Media), जैसे पोस्टर, वीडियो और सोशल मीडिया|केवल पुरानी किताबें|केवल गपशप करना|दृश्य मीडिया (Visual Media), जैसे पोस्टर, वीडियो और सोशल मीडिया|AEC-3_U3_T3.4.2|30
7|प्रशिक्षण कार्यक्रम में 'मॉक ड्रिल' (Mock Drills) का क्या स्थान है?|केवल सिद्धांत|प्रतिक्रिया योजनाओं का अभ्यास और कर्मियों की दक्षता का मूल्यांकन|केवल मनोरंजन|केवल आराम करना|प्रतिक्रिया योजनाओं का अभ्यास और कर्मियों की दक्षता का मूल्यांकन|AEC-3_U3_T3.4.3|30
8|आपदा संचार में 'अफवाहों' (Rumours) को क्यों रोकना चाहिए?|यह अनावश्यक है|झूठे भय, भ्रम और प्रतिक्रिया में देरी को रोकने के लिए|केवल मनोरंजन|केवल झूठ बोलना|झूठे भय, भ्रम और प्रतिक्रिया में देरी को रोकने के लिए|AEC-3_U3_T3.4.1|30
9|जन-जागरूकता कार्यक्रमों को 'सांस्कृतिक रूप से संवेदनशील' (Culturally Sensitive) क्यों होना चाहिए?|केवल एक ही तरीका|समुदाय की मान्यताओं और भाषा के अनुकूल संदेश सुनिश्चित करने के लिए|यह अनावश्यक है|केवल कानून|समुदाय की मान्यताओं और भाषा के अनुकूल संदेश सुनिश्चित करने के लिए|AEC-3_U3_T3.4.2|30
10|प्रशिक्षण कार्यक्रम में 'सामुदायिक स्वयंसेवकों' को शामिल करना क्यों महत्वपूर्ण है?|केवल बाहरी सहायता|स्थानीय स्तर पर प्रतिक्रिया क्षमता को बढ़ाना|केवल सरकार|केवल विरोध करना|स्थानीय स्तर पर प्रतिक्रिया क्षमता को बढ़ाना|AEC-3_U3_T3.4.3|30
11|आपदा की जानकारी को 'सरल और समझने योग्य' क्यों होना चाहिए?|केवल जटिलता|यह सुनिश्चित करने के लिए कि सभी लोग संदेश और कार्रवाई को स्पष्ट रूप से समझें|केवल तकनीक|केवल बहस|यह सुनिश्चित करने के लिए कि सभी लोग संदेश और कार्रवाई को स्पष्ट रूप से समझें|AEC-3_U3_T3.4.1|30
12|जन-जागरूकता का एक 'निवारक' (Preventive) उद्देश्य क्या है?|केवल प्रतिक्रिया|समुदाय को जोखिम न्यूनीकरण (Mitigation) उपायों को अपनाने के लिए प्रेरित करना|केवल पुनर्प्राप्ति|केवल पुनर्निर्माण|समुदाय को जोखिम न्यूनीकरण (Mitigation) उपायों को अपनाने के लिए प्रेरित करना|AEC-3_U3_T3.4.2|30
13|प्रशिक्षण कार्यक्रम में 'प्राथमिक चिकित्सा' (First Aid) कौशल क्यों सिखाए जाते हैं?|केवल मनोरंजन|पीड़ितों को तत्काल जीवन रक्षक सहायता प्रदान करने के लिए|केवल कानूनी सहायता|केवल सोना|पीड़ितों को तत्काल जीवन रक्षक सहायता प्रदान करने के लिए|AEC-3_U3_T3.4.3|30
14|आपदा में सूचना के प्रवाह का 'पहला लक्ष्य' क्या है?|केवल पत्रकारों को सूचित करना|खतरे का पता चलने पर तुरंत चेतावनी जारी करना|केवल पुनर्निर्माण|केवल पैसा गिनना|खतरे का पता चलने पर तुरंत चेतावनी जारी करना|AEC-3_U3_T3.4.1|30
15|जन-जागरूकता कार्यक्रमों को 'स्थानीय' (Local) क्यों होना चाहिए?|केवल वैश्विक|स्थानीय जोखिमों, संसाधनों और संस्कृति के अनुकूल होने के लिए|केवल केंद्रीय सरकार|केवल निजी उद्योग|स्थानीय जोखिमों, संसाधनों और संस्कृति के अनुकूल होने के लिए|AEC-3_U3_T3.4.2|30
16|प्रशिक्षण कार्यक्रम में 'खोज और बचाव' (Search and Rescue) कौशल क्यों आवश्यक है?|केवल निर्माण|फंसे हुए या घायल व्यक्तियों का पता लगाने और उन्हें निकालने के लिए|केवल सड़क बनाना|केवल गपशप करना|फंसे हुए या घायल व्यक्तियों का पता लगाने और उन्हें निकालने के लिए|AEC-3_U3_T3.4.3|30
17|आपदा संचार में 'टू-वे संचार' (Two-Way Communication) क्यों आवश्यक है?|केवल एकतरफा|समुदाय से प्रतिक्रिया प्राप्त करना और उनकी जरूरतों को समझना|यह अनावश्यक है|केवल सजावट|समुदाय से प्रतिक्रिया प्राप्त करना और उनकी जरूरतों को समझना|AEC-3_U3_T3.4.1|30
18|जन-जागरूकता में 'स्कूलों' की क्या भूमिका है?|केवल छुट्टी देना|बच्चों को शिक्षित करना और सुरक्षा संदेशों को परिवारों तक पहुँचाना|केवल बंद रहना|केवल मनोरंजन|बच्चों को शिक्षित करना और सुरक्षा संदेशों को परिवारों तक पहुँचाना|AEC-3_U3_T3.4.2|30
19|प्रशिक्षण कार्यक्रम में 'नेतृत्व कौशल' (Leadership Skills) क्यों सिखाए जाते हैं?|केवल बहस|आपातकालीन प्रतिक्रिया टीमों को प्रभावी ढंग से संगठित और निर्देशित करने के लिए|केवल अनुपालन|केवल अनुसरण|आपातकालीन प्रतिक्रिया टीमों को प्रभावी ढंग से संगठित और निर्देशित करने के लिए|AEC-3_U3_T3.4.3|30
