id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|आपदा तैयारी योजना (Disaster Preparedness Plan) का मुख्य उद्देश्य क्या है?|केवल नुकसान की गणना करना|आपदा की स्थिति में त्वरित, समन्वित और प्रभावी प्रतिक्रिया के लिए रूपरेखा प्रदान करना|आपदा को पूरी तरह से समाप्त करना|केवल पुनर्निर्माण के लिए धन जुटाना|आपदा की स्थिति में त्वरित, समन्वित और प्रभावी प्रतिक्रिया के लिए रूपरेखा प्रदान करना|AEC-3_U3_T3.2|30
2|आपदा तैयारी योजना में 'जोखिम और भेद्यता का आकलन' (Risk and Vulnerability Assessment) क्यों आवश्यक है?|केवल समय बर्बाद करना|योजना को विशिष्ट खतरों और कमजोरियों के अनुरूप बनाने के लिए|केवल सामान्य योजना बनाना|केवल पैसा खर्च करना|योजना को विशिष्ट खतरों और कमजोरियों के अनुरूप बनाने के लिए|AEC-3_U3_T3.2|30
3|एक प्रभावी तैयारी योजना में कौन सा तत्व शामिल होना चाहिए?|केवल गपशप|जिम्मेदारी का स्पष्ट आवंटन (Clear assignment of responsibilities)|केवल प्रतिक्रिया में देरी|केवल कानून तोड़ना|जिम्मेदारी का स्पष्ट आवंटन (Clear assignment of responsibilities)|AEC-3_U3_T3.2|30
4|आपदा तैयारी योजना में 'निकासी मार्ग' (Evacuation Routes) का विवरण क्यों दिया जाता है?|केवल सजावट|खतरे की स्थिति में लोगों को सुरक्षित स्थानों पर पहुँचाने के लिए|केवल भीड़ बढ़ाना|केवल विरोध करना|खतरे की स्थिति में लोगों को सुरक्षित स्थानों पर पहुँचाने के लिए|AEC-3_U3_T3.2|30
5|आपदा तैयारी योजना में 'शुरुआती चेतावनी प्रणाली' (Early Warning System) का क्या स्थान है?|केवल शमन|प्रतिक्रिया और संचार प्रोटोकॉल के एक अभिन्न अंग के रूप में|केवल पुनर्प्राप्ति|केवल पुनर्निर्माण|प्रतिक्रिया और संचार प्रोटोकॉल के एक अभिन्न अंग के रूप में|AEC-3_U3_T3.2|30
6|आपदा तैयारी योजना को 'स्थानीय' (Local) क्यों होना चाहिए?|केवल एक ही नियम|स्थानीय जोखिम, संसाधनों और संस्कृति के अनुकूल होने के लिए|केवल वैश्विक योजना|केवल केंद्रीय सरकार|स्थानीय जोखिम, संसाधनों और संस्कृति के अनुकूल होने के लिए|AEC-3_U3_T3.2|30
7|आपदा तैयारी योजना में 'संसाधन सूची' (Resource Inventory) क्यों तैयार की जाती है?|केवल कागज़ जमा करना|उपलब्ध उपकरणों, मानव शक्ति और आपूर्ति की पहचान करने के लिए|यह अनावश्यक है|केवल गपशप करना|उपलब्ध उपकरणों, मानव शक्ति और आपूर्ति की पहचान करने के लिए|AEC-3_U3_T3.2|30
8|आपदा तैयारी योजना को 'नियमित रूप से' क्यों अपडेट करना चाहिए?|केवल पुरानी योजनाएँ|बदलते जोखिमों, बुनियादी ढाँचे और सीखे गए सबक के अनुसार अनुकूलन के लिए|यह अनावश्यक है|केवल समय बर्बाद करना|बदलते जोखिमों, बुनियादी ढाँचे और सीखे गए सबक के अनुसार अनुकूलन के लिए|AEC-3_U3_T3.2|30
9|आपदा तैयारी योजना में 'संचालन प्रक्रियाएँ' (Standard Operating Procedures - SOPs) क्यों शामिल की जाती हैं?|केवल जटिलता बढ़ाना|प्रतिक्रिया कार्यों के लिए स्पष्ट, मानकीकृत निर्देश प्रदान करना|केवल बहस करना|केवल सजावट|प्रतिक्रिया कार्यों के लिए स्पष्ट, मानकीकृत निर्देश प्रदान करना|AEC-3_U3_T3.2|30
10|आपदा तैयारी योजना में 'आपातकालीन संचार योजना' (Emergency Communication Plan) का मुख्य कार्य क्या है?|केवल गपशप|आपातकालीन सेवाओं, जनता और मीडिया के साथ सूचना के प्रवाह को सुनिश्चित करना|केवल जानकारी छुपाना|केवल मनोरंजन|आपातकालीन सेवाओं, जनता और मीडिया के साथ सूचना के प्रवाह को सुनिश्चित करना|AEC-3_U3_T3.2|30
