id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|असुरक्षा (Vulnerability) क्या दर्शाती है?|किसी खतरे की संभावना|किसी खतरे के प्रभाव से क्षतिग्रस्त होने की डिग्री और संवेदनशीलता|आपदा से निपटने की क्षमता|आपदा के बाद पुनर्निर्माण|किसी खतरे के प्रभाव से क्षतिग्रस्त होने की डिग्री और संवेदनशीलता|AEC-3_U2_T2.3|30
2|जोखिम विश्लेषण में असुरक्षा क्यों महत्वपूर्ण है?|केवल खतरा जानने के लिए|यह जोखिम के 'क्षति' घटक को निर्धारित करती है|केवल क्षमता जानने के लिए|केवल सरकार को रिपोर्ट देने के लिए|यह जोखिम के 'क्षति' घटक को निर्धारित करती है|AEC-3_U2_T2.3|30
3|गरीब समुदाय की कम आय और अपर्याप्त स्वास्थ्य देखभाल किस प्रकार की असुरक्षा है?|भौतिक असुरक्षा|सामाजिक-आर्थिक असुरक्षा|पर्यावरण असुरक्षा|राजनीतिक असुरक्षा|सामाजिक-आर्थिक असुरक्षा|AEC-3_U2_T2.3|30
4|तटीय क्षेत्रों में कमजोर भवन निर्माण सामग्री का उपयोग करना किस प्रकार की असुरक्षा है?|सामाजिक असुरक्षा|भौतिक असुरक्षा (Physical Vulnerability)|आर्थिक असुरक्षा|पर्यावरण असुरक्षा|भौतिक असुरक्षा (Physical Vulnerability)|AEC-3_U2_T2.3|30
5|असुरक्षा न्यूनीकरण हेतु 'रणनीतिक विकास' का मुख्य लक्ष्य क्या है?|केवल प्रतिक्रिया बढ़ाना|समुदाय की प्रतिरोधक क्षमता (Resilience) को बढ़ाना|केवल खतरा बढ़ाना|केवल पुनर्प्राप्ति में देरी करना|समुदाय की प्रतिरोधक क्षमता (Resilience) को बढ़ाना|AEC-3_U2_T2.3|30
6|असुरक्षा विश्लेषण में कौन सा कारक 'जनसंख्या घनत्व' पर विचार करता है?|आर्थिक असुरक्षा|भौतिक असुरक्षा|सामाजिक असुरक्षा|पर्यावरण असुरक्षा|सामाजिक असुरक्षा|AEC-3_U2_T2.3|30
7|असुरक्षा न्यूनीकरण के लिए 'भूमि उपयोग योजना' (Land Use Planning) क्यों आवश्यक है?|केवल अधिक निर्माण|उच्च जोखिम वाले क्षेत्रों में निर्माण को विनियमित करना|केवल पेड़ लगाना|केवल कानून तोड़ना|उच्च जोखिम वाले क्षेत्रों में निर्माण को विनियमित करना|AEC-3_U2_T2.3|30
8|असुरक्षा विश्लेषण में 'क्षमताओं' (Capacities) का मूल्यांकन क्यों किया जाता है?|केवल कमजोरियाँ जानने के लिए|भेद्यता को कम करने के लिए उपलब्ध संसाधनों को पहचानने के लिए|केवल खतरा जानने के लिए|केवल पैसा गिनने के लिए|भेद्यता को कम करने के लिए उपलब्ध संसाधनों को पहचानने के लिए|AEC-3_U2_T2.3|30
9|असुरक्षा की अवधारणा में कौन सा तत्व शामिल नहीं है?|संवेदनशीलता|खतरा (Hazard)|क्षमता की कमी|असुरक्षा के कारण|खतरा (Hazard)|AEC-3_U2_T2.3|30
10|बाढ़ के मैदानों (Floodplains) में रहने वाले लोगों की भेद्यता किस कारण अधिक होती है?|आर्थिक कारण|भौगोलिक/पर्यावरण कारण|सामाजिक कारण|राजनीतिक कारण|भौगोलिक/पर्यावरण कारण|AEC-3_U2_T2.3|30
11|असुरक्षा को कम करने के लिए 'शुरुआती चेतावनी प्रणाली' (Early Warning Systems) का विकास किस रणनीति का हिस्सा है?|संरचनात्मक शमन|तैयारी और सूचना प्रबंधन|केवल पुनर्प्राप्ति|केवल आर्थिक सहायता|तैयारी और सूचना प्रबंधन|AEC-3_U2_T2.3|30
12|असुरक्षा विश्लेषण में 'ऐतिहासिक आपदाओं के रिकॉर्ड' का उपयोग क्यों किया जाता है?|केवल इतिहास जानने के लिए|अतीत में क्षति के पैटर्न और कमजोरियों की पहचान करने के लिए|केवल भविष्य को अनदेखा करना|केवल वर्तमान खतरा जानने के लिए|अतीत में क्षति के पैटर्न और कमजोरियों की पहचान करने के लिए|AEC-3_U2_T2.3|30
