id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|आपदा भविष्यवाणी (Disaster Prediction) का मुख्य उद्देश्य क्या है?|केवल नुकसान की गणना करना|खतरे के आने का समय, स्थान और तीव्रता का अनुमान लगाना|आपदा को पूरी तरह से समाप्त करना|केवल पुनर्निर्माण के लिए धन जुटाना|खतरे के आने का समय, स्थान और तीव्रता का अनुमान लगाना|AEC-3_U3_T3.3|30
2|शुरुआती चेतावनी प्रणाली (Early Warning System - EWS) के विकास में कौन सा तत्व शामिल नहीं है?|जोखिम ज्ञान (Risk Knowledge)|चेतावनी का प्रसार (Dissemination)|केवल पुनर्प्राप्ति योजना|निगरानी और विश्लेषण (Monitoring and Analysis)|केवल पुनर्प्राप्ति योजना|AEC-3_U3_T3.3|30
3|सुरक्षा उपाय (Safety Measures) का प्राथमिक लक्ष्य क्या है?|केवल प्रतिक्रिया को रोकना|आपदा के दौरान होने वाली क्षति और चोटों को कम करना|केवल जोखिम बढ़ाना|केवल सजावट करना|आपदा के दौरान होने वाली क्षति और चोटों को कम करना|AEC-3_U3_T3.3|30
4|भविष्यवाणी और चेतावनी प्रणाली में 'निगरानी' (Monitoring) का क्या अर्थ है?|केवल पैसा गिनना|खतरे से संबंधित भौतिक मापदंडों (जैसे, वर्षा, भूकंपीय गतिविधि) का निरंतर अवलोकन|केवल आराम करना|केवल गपशप करना|खतरे से संबंधित भौतिक मापदंडों (जैसे, वर्षा, भूकंपीय गतिविधि) का निरंतर अवलोकन|AEC-3_U3_T3.3|30
5|शुरुआती चेतावनी प्रणाली का सबसे महत्वपूर्ण चरण कौन सा है जो लोगों को कार्रवाई के लिए प्रेरित करता है?|जोखिम ज्ञान|चेतावनी का प्रसार (Dissemination) और प्रतिक्रिया क्षमता|केवल निगरानी|केवल विश्लेषण|चेतावनी का प्रसार (Dissemination) और प्रतिक्रिया क्षमता|AEC-3_U3_T3.3|30
6|आपदा चेतावनी को 'समयबद्ध' (Timely) क्यों होना चाहिए?|यह अनावश्यक है|लोगों को सुरक्षित कार्रवाई करने के लिए पर्याप्त समय देने हेतु|केवल जल्दबाजी|केवल आराम करना|लोगों को सुरक्षित कार्रवाई करने के लिए पर्याप्त समय देने हेतु|AEC-3_U3_T3.3|30
7|चक्रवात की भविष्यवाणी के लिए किस प्रकार की तकनीक का उपयोग किया जाता है?|सिस्मोग्राफ|मौसम विज्ञान संबंधी रडार और उपग्रह (Satellite)|केवल थर्मामीटर|केवल कम्पास|मौसम विज्ञान संबंधी रडार और उपग्रह (Satellite)|AEC-3_U3_T3.3|30
8|भूकंप की भविष्यवाणी (Prediction) करना क्यों कठिन है?|केवल पैसा|भूकंप उत्पन्न करने वाले आंतरिक भूवैज्ञानिक तनावों की जटिलता के कारण|केवल मौसम|केवल हवा|भूकंप उत्पन्न करने वाले आंतरिक भूवैज्ञानिक तनावों की जटिलता के कारण|AEC-3_U3_T3.3|30
9|बाढ़ चेतावनी प्रणाली में 'हाइड्रोलॉजिकल डेटा' (Hydrological Data) में क्या शामिल है?|केवल तापमान|नदी का स्तर और वर्षा की मात्रा|केवल हवा की गति|केवल भूकंपीय गतिविधि|नदी का स्तर और वर्षा की मात्रा|AEC-3_U3_T3.3|30
10|शुरुआती चेतावनी प्रणाली में 'अंतिम मील' (Last Mile) की डिलीवरी का क्या अर्थ है?|केवल अंतिम सड़क|चेतावनी को सबसे कमजोर और दूरस्थ समुदाय तक पहुँचाना|केवल शहर|केवल सरकार तक|चेतावनी को सबसे कमजोर और दूरस्थ समुदाय तक पहुँचाना|AEC-3_U3_T3.3|30
