id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'दोहा' (Doha) किस प्रकार का छंद है?|वार्णिक छंद|मात्रिक छंद|मुक्त छंद|वर्णिक वृत्त|मात्रिक छंद|MDC-3_U1_T1.3|30
2|दोहा छंद में कुल कितनी पंक्तियाँ होती हैं?|एक|दो|चार|छह|दो|MDC-3_U1_T1.3|30
3|दोहा छंद के प्रत्येक चरण में कितनी मात्राएँ होती हैं?|11, 13, 11, 13|16, 16|13, 11, 13, 11|12, 12, 12, 12|13, 11, 13, 11|MDC-3_U1_T1.3|30
4|दोहा छंद में विषम चरण (पहला और तीसरा) में कितनी मात्राएँ होती हैं?|11|13|16|24|13|MDC-3_U1_T1.3|30
5|दोहा छंद में सम चरण (दूसरा और चौथा) में कितनी मात्राएँ होती हैं?|13|11|16|28|11|MDC-3_U1_T1.3|30
6|प्रारंभिक दोहों में 'गुरु' को किसका स्थान दिया गया है?|राजा|ईश्वर से बड़ा|सेवक|साधु|ईश्वर से बड़ा|MDC-3_U1_T1.3|30
7|भक्ति काल के दोहों में 'भक्ति' का कौन सा रूप प्रमुखता से मिलता है?|केवल सगुण|केवल निर्गुण|सगुण और निर्गुण दोनों|तांत्रिक|सगुण और निर्गुण दोनों|MDC-3_U1_T1.3|30
8|दोहों में 'माया' (Maya) को किसका प्रतीक माना गया है?|सत्य|सांसारिक मोह और भ्रम|ज्ञान|प्रेम|सांसारिक मोह और भ्रम|MDC-3_U1_T1.3|30
9|कवि 'सन्तोष' (Contentment) को सबसे बड़ा धन क्यों मानते हैं?|इससे धन कमाया जा सकता है|यह मन को शांत रखता है और लोभ से बचाता है|यह धर्म का मार्ग है|राजा प्रसन्न होता है|यह मन को शांत रखता है और लोभ से बचाता है|MDC-3_U1_T1.3|30
10|प्रारंभिक दोहों में किस बात पर सबसे अधिक जोर दिया गया है?|युद्ध|नैतिकता और सदाचार (नीति)|केवल व्यापार|राजनीतिक शक्ति|नैतिकता और सदाचार (नीति)|MDC-3_U1_T1.3|30
11|दोहों में 'वाणी' (Speech) के प्रयोग के संबंध में क्या शिक्षा दी गई है?|कठोर बोलो|मीठी और सोच समझकर बोलो|चुप रहो|झूठ बोलो|मीठी और सोच समझकर बोलो|MDC-3_U1_T1.3|30
12|कवियों ने 'प्रेम' (Prem) की अभिव्यक्ति के लिए किस भाव का प्रयोग किया है?|केवल दिखावा|आत्म-निवेदन और समर्पण|शक्ति|ईर्ष्या|आत्म-निवेदन और समर्पण|MDC-3_U1_T1.3|30
13|दोहों में 'धीरे-धीरे' कार्य करने के महत्व को किस सिद्धांत से जोड़ा गया है?|आलस्य|समय का महत्व (फल समय पर ही मिलता है)|बुद्धि|जल्दीबाजी|समय का महत्व (फल समय पर ही मिलता है)|MDC-3_U1_T1.3|30
14|दोहों की रचना में किस भाषा-शैली का प्रयोग प्रमुखता से हुआ है?|संस्कृतनिष्ठ|खड़ी बोली|सरल और सीधी-सादी भाषा (जनभाषा)|अंग्रेजी|सरल और सीधी-सादी भाषा (जनभाषा)|MDC-3_U1_T1.3|30
15|दोहों में 'सत्य' (Truth) को क्या माना गया है?|केवल विचार|सर्वोच्च धर्म और आधार|झूठ का हिस्सा|केवल शब्द|सर्वोच्च धर्म और आधार|MDC-3_U1_T1.3|30
16|दोहों में 'समय' (Time) का क्या महत्व बताया गया है?|समय व्यर्थ है|समय को बर्बाद करो|समय का मूल्य पहचानो और उसका सदुपयोग करो|समय केवल एक चक्र है|समय का मूल्य पहचानो और उसका सदुपयोग करो|MDC-3_U1_T1.3|30
17|प्रारंभिक दोहों में 'त्याग' (Renunciation) का क्या अर्थ है?|धन फेंक देना|अनावश्यक इच्छाओं और मोह का त्याग|परिवार छोड़ना|युद्ध हार जाना|अनावश्यक इच्छाओं और मोह का त्याग|MDC-3_U1_T1.3|30
18|दोहों में 'लोभ' (Greed) को किसका कारण बताया गया है?|धन|दुःख और पतन|ज्ञान|शांति|दुःख और पतन|MDC-3_U1_T1.3|30
19|दोहों में 'मीठा बोलना' (Sweet Words) किस गुण को दर्शाता है?|बुद्धि|प्रेम, सद्भाव और वशीकरण|चालाकी|कमजोरी|प्रेम, सद्भाव और वशीकरण|MDC-3_U1_T1.3|30
20|'दुआ' (Blessing) और 'बदुआ' (Curse) का संबंध किससे बताया गया है?|कर्म और वाणी|केवल भाग्य|केवल ईश्वर|राजा|कर्म और वाणी|MDC-3_U1_T1.3|30
21|दोहों में 'परहित' (Welfare of Others) को किस बात से अधिक महत्व दिया गया है?|केवल व्यक्तिगत लाभ|आत्म-पूजा|केवल धन|स्वार्थ|केवल व्यक्तिगत लाभ|MDC-3_U1_T1.3|30
22|दोहों में 'मन' (Mind) को किस रूप में चित्रित किया गया है?|केवल शरीर का अंग|चंचल और नियंत्रित करने योग्य|पत्थर|स्थिर|चंचल और नियंत्रित करने योग्य|MDC-3_U1_T1.3|30
23|कवियों ने 'बुराई' (Evil/Faults) खोजने के लिए कहाँ देखने को कहा है?|दूसरों में|स्वयं में (आत्म-निरीक्षण)|पुरोहित में|राजा में|स्वयं में (आत्म-निरीक्षण)|MDC-3_U1_T1.3|30
24|दोहों में 'निंदक' (Critic) को क्या माना गया है?|शत्रु|मित्र और सहायक|राजा|दास|मित्र और सहायक|MDC-3_U1_T1.3|30
25|दोहों में 'अज्ञान' (Ignorance) की तुलना किससे की गई है?|प्रकाश|अंधकार|पानी|सोना|अंधकार|MDC-3_U1_T1.3|30
26|दोहों में 'विश्वास' (Faith) को किसका आधार बताया गया है?|डर|भक्ति और प्रेम|व्यापार|राजनीति|भक्ति और प्रेम|MDC-3_U1_T1.1|30
27|प्रारंभिक दोहों में 'संतोष' (Contentment) को किस बात से अधिक श्रेष्ठ माना गया है?|धन|लोभ और तृष्णा|ज्ञान|युद्ध|लोभ और तृष्णा|MDC-3_U1_T1.3|30
28|दोहों में 'प्रेम' के मार्ग को कैसा बताया गया है?|बहुत सरल|तलवार की धार पर चलने जैसा कठिन|केवल आनंदमय|केवल दुखमय|तलवार की धार पर चलने जैसा कठिन|MDC-3_U1_T1.3|30
29|दोहों में 'भजन' या 'स्मरण' (Remembrance) का मुख्य उद्देश्य क्या है?|केवल दिखाना|ईश्वर से जुड़ना और मोह से मुक्ति|धन कमाना|सोना|ईश्वर से जुड़ना और मोह से मुक्ति|MDC-3_U1_T1.3|30
30|दोहा साहित्य में 'साधु' (Saint) का क्या अर्थ है?|केवल गेरुआ वस्त्र धारण करने वाला|सत्य और धर्म के मार्ग पर चलने वाला व्यक्ति|राजा|व्यापारी|सत्य और धर्म के मार्ग पर चलने वाला व्यक्ति|MDC-3_U1_T1.3|30
31|दोहे किस छंद का विपरीत छंद होते हैं?|सोरठा|चौपाई|रोला|कुंडलिया|सोरठा|MDC-3_U1_T1.3|30
32|दोहे किस काल के कवियों द्वारा सबसे अधिक लिखे गए?|आधुनिक काल|भक्तिकाल और रीतिकाल|छायावाद|द्विवेदी युग|भक्तिकाल और रीतिकाल|MDC-3_U1_T1.3|30
33|दोहों में 'अलंकार' (Figures of Speech) का प्रयोग किस उद्देश्य से किया गया है?|केवल सौंदर्य|बात को प्रभावी और गहराई से कहना|केवल छंद की पूर्ति|व्याकरण की शुद्धता|बात को प्रभावी और गहराई से कहना|MDC-3_U1_T1.3|30
34|दोहे को पढ़ते समय 'यति' (Pause) कहाँ पर होती है?|केवल अंत में|विषम और सम चरणों के अंत में|प्रत्येक शब्द के बाद|कहीं भी नहीं|विषम और सम चरणों के अंत में|MDC-3_U1_T1.3|30
35|दोहे किस प्रकार के साहित्य का हिस्सा हैं?|खंडकाव्य|प्रबंधकाव्य|मुक्तक काव्य (छोटे, स्वतंत्र पद)|आत्मकथा|मुक्तक काव्य (छोटे, स्वतंत्र पद)|MDC-3_U1_T1.3|30
36|दोहों में 'वृक्ष' (Tree) किसका प्रतीक है?|केवल लकड़ी|परहित और त्याग|धन|केवल फूल|परहित और त्याग|MDC-3_U1_T1.3|30
37|कवियों ने 'पानी' (Water) के महत्व को किस नैतिक सिद्धांत से जोड़ा है?|शीतलता और विनम्रता|ज्ञान|शक्ति|अहंकार|शीतलता और विनम्रता|MDC-3_U1_T1.3|30
38|दोहों में 'बुरा' (Bad) व्यक्ति क्या ढूंढता है?|सत्य|दूसरों की बुराई|धन|खुशी|दूसरों की बुराई|MDC-3_U1_T1.3|30
39|दोहों में 'शरीर' (Body) को क्या कहा गया है?|अजर-अमर|क्षणभंगुर और मिट्टी का घर|स्थायी|मंदिर|क्षणभंगुर और मिट्टी का घर|MDC-3_U1_T1.3|30
40|'दोहा' छंद में 'तुक' (Rhyme) कहाँ पर मिलती है?|केवल पहले चरण में|विषम चरणों में|सम चरणों (दूसरे और चौथे) के अंत में|सभी चरणों में|सम चरणों (दूसरे और चौथे) के अंत में|MDC-3_U1_T1.3|30
41|कवियों ने 'गुरु' के उपदेश को किस रूप में देखा है?|केवल शब्द|मोक्ष और ज्ञान की कुंजी|धन|शक्ति|मोक्ष और ज्ञान की कुंजी|MDC-3_U1_T1.3|30
42|दोहों में 'धन' (Wealth) को किस बात से अधिक महत्व दिया गया है?|प्रेम|नैतिकता और सदाचार|खुशी|सुख|नैतिकता और सदाचार|MDC-3_U1_T1.3|30
43|दोहों में 'क्रोध' (Anger) को क्या माना गया है?|शक्ति|आत्म-विनाश का कारण|न्याय|वीरता|आत्म-विनाश का कारण|MDC-3_U1_T1.3|30
44|दोहों में 'समय' को 'बीज' से क्यों तुलना किया गया है?|समय बीज उगाता है|जिस प्रकार बीज समय पर फल देता है, वैसे ही काम समय पर पूरा होता है|समय बीज से बड़ा है|समय बीज के समान छोटा है|जिस प्रकार बीज समय पर फल देता है, वैसे ही काम समय पर पूरा होता है|MDC-3_U1_T1.3|30
45|कवियों ने 'आँखें' (Eyes) खोलने की बात किस संदर्भ में कही है?|केवल सुबह|ज्ञान और सत्य को देखने के लिए|युद्ध के लिए|नींद के लिए|ज्ञान और सत्य को देखने के लिए|MDC-3_U1_T1.3|30
46|दोहों में 'छोटे' (Chhote) और 'बड़ों' (Bade) के प्रति कैसा व्यवहार करने की सीख दी गई है?|समान|छोटों को दबाना|दोनों का सम्मान और उचित व्यवहार|केवल बड़ों का सम्मान|दोनों का सम्मान और उचित व्यवहार|MDC-3_U1_T1.3|30
47|दोहों की 'सार्थक अभिव्यक्ति' के लिए किस बात पर जोर दिया गया है?|लंबा होना|संक्षिप्तता और सारगर्भिता|अस्पष्टता|जटिलता|संक्षिप्तता और सारगर्भिता|MDC-3_U1_T1.3|30
48|दोहों में 'दया' (Compassion) को किसका आधार बताया गया है?|केवल पैसा|धर्म और मानवता|केवल राजा|ज्ञान|धर्म और मानवता|MDC-3_U1_T1.3|30
49|दोहों में 'आशा' (Hope) को किस बात से जोड़ा गया है?|केवल भविष्य|कर्म और ईश्वर पर विश्वास|निराशा|आलस्य|कर्म और ईश्वर पर विश्वास|MDC-3_U1_T1.3|30
50|प्रारंभिक दोहों की भाषा किस कारण से आम जनता तक पहुँच पाई?|केवल राजा का आदेश|सरलता और क्षेत्रीय भाषाओं का समावेश|कठिन व्याकरण|विदेशी भाषा का प्रयोग|सरलता और क्षेत्रीय भाषाओं का समावेश|MDC-3_U1_T1.3|30
