id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'झाँसी की रानी' कविता की रचयिता कौन हैं?|सुभद्रा कुमारी चौहान|महादेवी वर्मा|जयशंकर प्रसाद|सूर्यकांत त्रिपाठी 'निराला'|सुभद्रा कुमारी चौहान|MDC-3_U7_T7.1|30
2|सुभद्रा कुमारी चौहान की यह कविता हिंदी साहित्य की किस काव्यधारा से संबंधित है?|छायावाद|राष्ट्रीय चेतना और देशभक्ति|रहस्यवाद|शुद्ध श्रृंगार|राष्ट्रीय चेतना और देशभक्ति|MDC-3_U7_T7.1|30
3|'झाँसी की रानी' कविता का केंद्रीय विषय (Theme) क्या है?|सामाजिक सुधार|रानी लक्ष्मीबाई का शौर्य और 1857 का विद्रोह|प्रकृति प्रेम|धार्मिक उपदेश|रानी लक्ष्मीबाई का शौर्य और 1857 का विद्रोह|MDC-3_U7_T7.1|30
4|रानी लक्ष्मीबाई का बचपन का नाम क्या था?|यशोधरा|मनु (या मणिकर्णिका)|तारा|कमला|मनु (या मणिकर्णिका)|MDC-3_U7_T7.1|30
5|कविता में 'बुंदेले हरबोलों' की कौन सी कहानी सुनी जाती है?|प्रेम की|वीरों की, जिसमें रानी लक्ष्मीबाई का शौर्य है|दुःख की|धन की|वीरों की, जिसमें रानी लक्ष्मीबाई का शौर्य है|MDC-3_U7_T7.1|30
6|रानी लक्ष्मीबाई के पिता का नाम क्या था?|मोरोपंत तांबे|गंगाधर राव|नाना साहब|पेशवा बाजीराव|मोरोपंत तांबे|MDC-3_U7_T7.1|30
7|रानी लक्ष्मीबाई ने किस वर्ष '1857 के स्वतंत्रता संग्राम' में भाग लिया?|1856|1857|1858|1855|1857|MDC-3_U7_T7.1|30
8|कविता में रानी लक्ष्मीबाई को किस बात का 'प्रतीक' माना गया है?|केवल सौंदर्य|भारतीय नारी का शौर्य, देशभक्ति और आत्म-सम्मान|शक्ति|उदासीनता|भारतीय नारी का शौर्य, देशभक्ति और आत्म-सम्मान|MDC-3_U7_T7.1|30
9|रानी लक्ष्मीबाई के पति का नाम क्या था?|नाना साहब|गंगाधर राव|तात्या टोपे|पेशवा बाजीराव|गंगाधर राव|MDC-3_U7_T7.1|30
10|अंग्रेजों ने रानी लक्ष्मीबाई के राज्य (झाँसी) को किस नीति के तहत हड़प लिया था?|फूट डालो और राज करो|सहायक संधि|हड़प नीति (Doctrine of Lapse)|द्वैध शासन|हड़प नीति (Doctrine of Lapse)|MDC-3_U7_T7.1|30
11|कविता में रानी लक्ष्मीबाई ने 'युद्ध' किस बात के लिए लड़ा?|केवल सत्ता|देश की स्वतंत्रता और अपने राज्य की रक्षा के लिए|प्रेम|धन|देश की स्वतंत्रता और अपने राज्य की रक्षा के लिए|MDC-3_U7_T7.1|30
12|रानी लक्ष्मीबाई के 'शौर्य' (Bravery) का चित्रण किस रूप में किया गया है?|कमजोर|रणचंडी और मर्दानी|डरपोक|विलासी|रणचंडी और मर्दानी|MDC-3_U7_T7.1|30
13|कविता में 'रानी' को किस बात का 'गुस्सा' (Anger) है?|पति का व्यवहार|अंग्रेजी शासन का अन्याय और दासता|सामाजिक नियम|धन की कमी|अंग्रेजी शासन का अन्याय और दासता|MDC-3_U7_T7.1|30
14|रानी लक्ष्मीबाई के 'घोड़े' का नाम क्या था?|बादल|पवन|चेतक|रंजीत|पवन|MDC-3_U7_T7.1|30
15|'झाँसी की रानी' कविता में किस 'रस' की प्रधानता है?|शांत रस|वीर रस और करुण रस का मिश्रण|श्रृंगार रस|हास्य रस|वीर रस और करुण रस का मिश्रण|MDC-3_U7_T7.1|30
16|रानी लक्ष्मीबाई के 'विरोधियों' में सबसे प्रमुख अंग्रेज जनरल कौन था?|लॉर्ड डलहौजी|ह्यूरोज|लॉर्ड कैनिंग|विलियम बेंटिंक|ह्यूरोज|MDC-3_U7_T7.1|30
17|कविता में रानी लक्ष्मीबाई के 'बचपन' का वर्णन किस रूप में किया गया है?|शांत और धार्मिक|खेलकूद और युद्ध कौशल में रुचि|केवल पढ़ाई|विलासी|खेलकूद और युद्ध कौशल में रुचि|MDC-3_U7_T7.1|30
18|रानी लक्ष्मीबाई को 'वीरता' में किसका साथ मिला?|केवल अंग्रेज|नाना साहब और तात्या टोपे|पुरोहित|केवल बच्चे|नाना साहब और तात्या टोपे|MDC-3_U7_T7.1|30
19|कविता में 'सिंहासन' (Throne) का 'खाली' होना किसका प्रतीक है?|राजा का निधन|झाँसी पर अंग्रेजी शासन का अनाधिकार प्रवेश|रानी का पलायन|खुशी|झाँसी पर अंग्रेजी शासन का अनाधिकार प्रवेश|MDC-3_U7_T7.1|30
20|रानी लक्ष्मीबाई ने 'युद्ध' में किसका 'परिधान' (Dress) पहना था?|रानी का|मर्दाना वेश (पुरुषों के कपड़े)|साध्वी का|साधारण|मर्दाना वेश (पुरुषों के कपड़े)|MDC-3_U7_T7.1|30
21|'झाँसी की रानी' कविता में 'देशभक्ति' का भाव किस पर केंद्रित है?|केवल उत्तर भारत|समग्र राष्ट्र की स्वतंत्रता|केवल झाँसी|केवल राजा|समग्र राष्ट्र की स्वतंत्रता|MDC-3_U7_T7.1|30
22|कविता में रानी लक्ष्मीबाई 'चिता' (Pyre) पर कब गई?|युद्ध जीतने के बाद|युद्ध में वीरगति प्राप्त करने पर|पति की मृत्यु पर|अंग्रेजों के सामने आत्मसमर्पण पर|युद्ध में वीरगति प्राप्त करने पर|MDC-3_U7_T7.1|30
