id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'भारत दुर्दशा' नाटक के लेखक कौन हैं?|जयशंकर प्रसाद|भारतेंदु हरिश्चंद्र|रामधारी सिंह 'दिनकर'|प्रेमचंद|भारतेंदु हरिश्चंद्र|MDC-3_U1_T1.1|30
2|'भारत दुर्दशा' नाटक किस विधा के अंतर्गत आता है?|कहानी|उपन्यास|नाट्य-रासक या लास्य रूपक|निबंध|नाट्य-रासक या लास्य रूपक|MDC-3_U1_T1.1|30
3|'भारत दुर्दशा' नाटक का प्रकाशन वर्ष क्या है?|1857|1885|1880|1869|1880|MDC-3_U1_T1.1|30
4|भारतेंदु हरिश्चंद्र ने 'भारत दुर्दशा' में किस शैली का प्रयोग किया है?|यथार्थवादी|प्रतीकात्मक और व्यंग्यात्मक|रोमांटिक|शुद्ध ऐतिहासिक|प्रतीकात्मक और व्यंग्यात्मक|MDC-3_U1_T1.1|30
5|'भारत दुर्दशा' नाटक का मुख्य उद्देश्य क्या है?|केवल मनोरंजन|भारतीयों को देश की बदहाली और उसके कारणों से अवगत कराना|धार्मिक प्रचार|प्रेम कहानी का चित्रण|भारतीयों को देश की बदहाली और उसके कारणों से अवगत कराना|MDC-3_U1_T1.1|30
6|'भारत दुर्दशा' नाटक में 'भारत' को किस रूप में चित्रित किया गया है?|एक शक्तिशाली राजा|एक बीमार, असहाय और सोया हुआ व्यक्ति|एक बहादुर सैनिक|एक अमीर व्यापारी|एक बीमार, असहाय और सोया हुआ व्यक्ति|MDC-3_U1_T1.1|30
7|नाटक का पहला अंक किस पात्र के 'गान' से शुरू होता है?|भारत दुर्दैव|भारत|योगी|सत्यनाश|योगी|MDC-3_U1_T1.1|30
8|योगी अपने 'गजल' में किस बात का आह्वान करता है?|प्रकृति की सुंदरता|भारत की दशा पर रोना और दुर्दशा दूर करने के लिए जागना|युद्ध की तैयारी|प्रेम की महत्ता|भारत की दशा पर रोना और दुर्दशा दूर करने के लिए जागना|MDC-3_U1_T1.1|30
9|'भारत दुर्दशा' नाटक का सबसे महत्वपूर्ण प्रतीकात्मक पात्र कौन है, जो विनाश का कारण बनता है?|भारत|भारत दुर्दैव|सत्य|सत्यनाश फौजदार|भारत दुर्दैव|MDC-3_U1_T1.1|30
10|'भारत दुर्दैव' (भारत दुर्दशा का प्रतीक) के हाथ में क्या होता है?|तलवार और मुगदर|वीणा|पुस्तक|हल|तलवार और मुगदर|MDC-3_U1_T1.1|30
11|भारतेंदु ने 'भारत दुर्दैव' की सहायता के लिए किन आंतरिक शत्रुओं को दिखाया है?|ईसाई धर्म|असंतोष, आलस्य, अंधकार|बाहरी व्यापार|केवल गरीबी|असंतोष, आलस्य, अंधकार|MDC-3_U1_T1.1|30
12|'भारत दुर्दैव' को पराजित करने के लिए 'भारत-भाग्य' किसे बुलाता है?|विद्या|धर्म|श्रम|उपरोक्त सभी|उपरोक्त सभी|MDC-3_U1_T1.1|30
13|नाटक में 'मदिरा' (शराब) किसका प्रतीक है?|प्रेम|ज्ञान|विलासिता और नैतिक पतन|धार्मिकता|विलासिता और नैतिक पतन|MDC-3_U1_T1.1|30
14|नाटक का चौथा अंक किस पात्र के प्रवेश से शुरू होता है?|भारत दुर्दैव|सत्यनाश फौजदार|रोग|मदिरा|सत्यनाश फौजदार|MDC-3_U1_T1.1|30
15|'सत्यनाश फौजदार' किस चीज़ का नाश करने के लिए आता है?|केवल धन|धर्म, न्याय और स्वतंत्रता|केवल शिक्षा|ईमानदारी|धर्म, न्याय और स्वतंत्रता|MDC-3_U1_T1.1|30
16|नाटक में 'रोग' किसका प्रतीक है?|केवल शारीरिक बीमारी|सामाजिक बुराइयाँ, मानसिक गुलामी|केवल प्रेम|ज्ञान की कमी|सामाजिक बुराइयाँ, मानसिक गुलामी|MDC-3_U1_T1.1|30
17|'भारत दुर्दशा' नाटक किस रस की प्रधानता दिखाता है?|वीर रस|श्रृंगार रस|करुण और रौद्र रस का मिश्रण|हास्य रस|करुण और रौद्र रस का मिश्रण|MDC-3_U1_T1.1|30
