id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'भिक्षुक' कविता के रचयिता कौन हैं?|जयशंकर प्रसाद|सूर्यकांत त्रिपाठी 'निराला'|सुमित्रानंदन पंत|महादेवी वर्मा|सूर्यकांत त्रिपाठी 'निराला'|MDC-3_U4_T4.1|30
2|'भिक्षुक' कविता निराला के किस काव्य-दर्शन का प्रतिनिधित्व करती है?|रहस्यवाद|प्रकृति-प्रेम|सामाजिक यथार्थवाद और प्रगतिवाद|शुद्ध श्रृंगार|सामाजिक यथार्थवाद और प्रगतिवाद|MDC-3_U4_T4.1|30
3|कविता में 'भिक्षुक' (Beggar) किसका प्रतीक है?|केवल भिखारी|भारत की गरीब और शोषित जनता|धार्मिक साधु|राजा|भारत की गरीब और शोषित जनता|MDC-3_U4_T4.1|30
4|कवि ने 'भिक्षुक' को किस रूप में चित्रित किया है?|सशक्त और वीर|अत्यंत दीन, क्षीण और दुर्बल|केवल धार्मिक|अमीर और सुखी|अत्यंत दीन, क्षीण और दुर्बल|MDC-3_U4_T4.1|30
5|कविता में 'पेट' (Stomach) और 'पीठ' (Back) मिलकर किस रूप में दिखते हैं?|मजबूत|एक (भूख के कारण बहुत पतला)|गोल|चौकोर|एक (भूख के कारण बहुत पतला)|MDC-3_U4_T4.1|30
6|भिक्षुक को अपने 'पेट' की आग बुझाने के लिए क्या चाहिए?|सोना|भोजन (रोटी)|कपड़े|ज्ञान|भोजन (रोटी)|MDC-3_U4_T4.1|30
7|कविता में 'भिक्षुक' का 'वर्तमान' कैसा है?|अतीत की महिमा से भरपूर|दुःख, भूख और दरिद्रता से भरा|खुशी और समृद्धि|शांत|दुःख, भूख और दरिद्रता से भरा|MDC-3_U4_T4.1|30
8|भिक्षुक को 'रास्ता' पर क्या मिलता है?|केवल पत्थर|झूठी आशा और तिरस्कार|ज्ञान|धन|झूठी आशा और तिरस्कार|MDC-3_U4_T4.1|30
9|कवि ने भिक्षुक के 'बच्चों' का वर्णन किस रूप में किया है?|शिक्षित|भूख से बिलखते और असहाय|खुशहाल|स्वस्थ|भूख से बिलखते और असहाय|MDC-3_U4_T4.1|30
10|'भिक्षुक' कविता में कौन सा 'सामाजिक सत्य' उजागर होता है?|समाज में समानता है|गरीबी और सामाजिक विषमता|केवल धार्मिकता|राजनीतिक स्थिरता|गरीबी और सामाजिक विषमता|MDC-3_U4_T4.1|30
