id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'जो तुम आ जाते एक बार' कविता की रचयिता कौन हैं?|जयशंकर प्रसाद|सूर्यकांत त्रिपाठी 'निराला'|सुमित्रानंदन पंत|महादेवी वर्मा|महादेवी वर्मा|MDC-3_U6_T6.1|30
2|महादेवी वर्मा की यह कविता हिंदी साहित्य की किस काव्यधारा से संबंधित है?|प्रगतिवाद|छायावाद|प्रयोगवाद|यथार्थवाद|छायावाद|MDC-3_U6_T6.1|30
3|'जो तुम आ जाते एक बार' का केंद्रीय भाव क्या है?|देशभक्ति|प्रियतम के प्रति विरह और मिलन की तीव्र आकांक्षा|सामाजिक समस्याओं का चित्रण|प्रकृति का वर्णन|प्रियतम के प्रति विरह और मिलन की तीव्र आकांक्षा|MDC-3_U6_T6.1|30
4|कविता में 'तुम' (You) शब्द किसके लिए प्रयुक्त हुआ है?|कवि का मित्र|प्रियतम (अज्ञात, अलौकिक सत्ता)|भाई|गुरु|प्रियतम (अज्ञात, अलौकिक सत्ता)|MDC-3_U6_T6.1|30
5|कवयित्री ने 'विरह' (Separation) को किस रूप में चित्रित किया है?|केवल शारीरिक दुःख|आत्मा की गहन पीड़ा और आध्यात्मिक साधना|खुशी|ज्ञान|आत्मा की गहन पीड़ा और आध्यात्मिक साधना|MDC-3_U6_T6.1|30
6|कवयित्री के 'आँसू' (Tears) किसका प्रतीक हैं?|केवल जल|विरह की वेदना और समर्पण|खुशी|ज्ञान|विरह की वेदना और समर्पण|MDC-3_U6_T6.1|30
7|कवयित्री 'एक बार' प्रियतम के आने पर क्या 'न्योछावर' करना चाहती है?|केवल धन|अपना सब कुछ (जीवन, प्रेम, पीड़ा)|महल|शिक्षा|अपना सब कुछ (जीवन, प्रेम, पीड़ा)|MDC-3_U6_T6.1|30
8|कविता में 'जीवन' (Life) को किस रूप में दर्शाया गया है?|स्थिर|विरह की अग्नि में तपता हुआ|केवल आनंदमय|केवल दुखी|विरह की अग्नि में तपता हुआ|MDC-3_U6_T6.1|30
9|महादेवी वर्मा की कविता में 'छायावाद' की कौन सी विशेषता प्रमुख है?|राजनीतिक चेतना|वैयक्तिक और रहस्यमय प्रेम की अभिव्यक्ति|सामाजिक क्रांति|शुद्ध यथार्थवाद|वैयक्तिक और रहस्यमय प्रेम की अभिव्यक्ति|MDC-3_U6_T6.1|30
10|कवयित्री 'मिलन' (Reunion) को किस रूप में देखती है?|केवल शारीरिक|आत्मा का परमात्मा से एकाकार|धन की प्राप्ति|ज्ञान का अभाव|आत्मा का परमात्मा से एकाकार|MDC-3_U6_T6.1|30
11|कविता में 'वेदना' (Suffering) का चित्रण किस रूप में किया गया है?|केवल शारीरिक|साधना और रचनात्मकता का स्रोत|केवल आर्थिक|सामाजिक|साधना और रचनात्मकता का स्रोत|MDC-3_U6_T6.1|30
12|कवयित्री को 'प्रियतम' के 'आगमन' पर किस बात की 'आशा' है?|केवल सुख|दुःख से मुक्ति और जीवन की सार्थकता|विरह|अंधकार|दुःख से मुक्ति और जीवन की सार्थकता|MDC-3_U6_T6.1|30
13|'जो तुम आ जाते एक बार' में 'प्रेम' का स्वरूप कैसा है?|लौकिक और क्षणभंगुर|उदात्त, शाश्वत और आत्मिक|केवल सामाजिक|केवल राजनीतिक|उदात्त, शाश्वत और आत्मिक|MDC-3_U6_T6.1|30
14|कवयित्री 'अपनेपन' (Belongingness) को किस बात से जोड़ती है?|केवल धन|प्रियतम का साथ और स्वीकरण|विरह|ज्ञान|प्रियतम का साथ और स्वीकरण|MDC-3_U6_T6.1|30
15|कविता में 'विरह' को 'सौंदर्य' (Beauty) का एक रूप क्यों माना गया है?|यह केवल दुःख है|विरह से उत्पन्न पीड़ा में भी मधुरता और त्याग है|यह मिलन से बेहतर है|यह केवल मजबूरी है|विरह से उत्पन्न पीड़ा में भी मधुरता और त्याग है|MDC-3_U6_T6.1|30
16|कवयित्री 'आँसू' को किस बात का 'प्रतीक' मानती है?|केवल कमजोरी|प्रेम की गहराई और हृदय की पवित्रता|डर|ज्ञान|प्रेम की गहराई और हृदय की पवित्रता|MDC-3_U6_T6.1|30
17|कविता में 'प्रियतम' के प्रति कौन सा भाव प्रमुख है?|उदासीनता|आत्म-समर्पण और अनन्य प्रेम|घृणा|क्रोध|आत्म-समर्पण और अनन्य प्रेम|MDC-3_U6_T6.1|30
18|कवयित्री 'विरह' को 'साधना' (Sadhana) क्यों मानती है?|यह ईश्वर का आदेश है|यह प्रियतम के निकट जाने का मार्ग है|यह केवल एक परंपरा है|यह धन कमाता है|यह प्रियतम के निकट जाने का मार्ग है|MDC-3_U6_T6.1|30
19|'जो तुम आ जाते एक बार' कविता में 'संगीत' (Music) का महत्व क्या है?|केवल मनोरंजन|काव्य में गेयता और भावों की अभिव्यक्ति|युद्ध का प्रतीक|अनावश्यक|काव्य में गेयता और भावों की अभिव्यक्ति|MDC-3_U6_T6.1|30
20|कवयित्री 'जीवन' को किस रूप में 'अर्पित' करना चाहती है?|केवल धन|प्रियतम के चरणों में|राजा को|मंदिर को|प्रियतम के चरणों में|MDC-3_U6_T6.1|30
21|कविता में 'आँखों' (Eyes) का क्या कार्य है?|केवल देखना|प्रियतम की याद में रोना और प्रतीक्षा करना|ज्ञान प्राप्त करना|लड़ाई करना|प्रियतम की याद में रोना और प्रतीक्षा करना|MDC-3_U6_T6.1|30
22|'जो तुम आ जाते एक बार' में 'प्रेम' की 'गहनता' किस पर आधारित है?|केवल शारीरिक आकर्षण|विरह की तीव्रता और आत्मिक जुड़ाव|सामाजिक नियम|धन|विरह की तीव्रता और आत्मिक जुड़ाव|MDC-3_U6_T6.1|30
23|कवयित्री 'विरह' की पीड़ा को 'माधुर्य' (Sweetness) क्यों कहती है?|यह झूठ है|पीड़ा में भी प्रियतम की स्मृति का आनंद है|यह कमजोरी है|यह शक्ति है|पीड़ा में भी प्रियतम की स्मृति का आनंद है|MDC-3_U6_T6.1|30
24|महादेवी वर्मा के काव्य में 'रहस्यवाद' (Mysticism) का क्या अर्थ है?|ईश्वर को न जानना|अज्ञात सत्ता के प्रति प्रेम, विरह और जिज्ञासा|केवल जादू|समाज से छिपना|अज्ञात सत्ता के प्रति प्रेम, विरह और जिज्ञासा|MDC-3_U6_T6.1|30
25|कवयित्री 'प्रियतम' के लिए किस बात का 'त्याग' करती है?|केवल धन|सांसारिक सुख और मोह|पूजा-पाठ|शिक्षा|सांसारिक सुख और मोह|MDC-3_U6_T6.1|30
26|कविता में 'हृदय' (Heart) को किसका 'केंद्र' माना गया है?|केवल बुद्धि|प्रेम, विरह और साधना|क्रोध|घृणा|प्रेम, विरह और साधना|MDC-3_U6_T6.1|30
