id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|'मधुर-मधुर मेरे दीपक जल' कविता की रचयिता कौन हैं?|जयशंकर प्रसाद|सूर्यकांत त्रिपाठी 'निराला'|सुमित्रानंदन पंत|महादेवी वर्मा|महादेवी वर्मा|MDC-3_U6_T6.2|30
2|महादेवी वर्मा की यह कविता हिंदी साहित्य की किस काव्यधारा से संबंधित है?|प्रगतिवाद|छायावाद|प्रयोगवाद|यथार्थवाद|छायावाद|MDC-3_U6_T6.2|30
3|'मधुर-मधुर मेरे दीपक जल' का केंद्रीय भाव क्या है?|देशभक्ति|आत्मा रूपी दीपक के माध्यम से प्रेम और सेवा की साधना|सामाजिक समस्याओं का चित्रण|प्रकृति का वर्णन|आत्मा रूपी दीपक के माध्यम से प्रेम और सेवा की साधना|MDC-3_U6_T6.2|30
4|कविता में 'दीपक' किसका प्रतीक है?|केवल प्रकाश|आत्मा, आस्था और प्रेम की लौ|धन|ज्ञान|आत्मा, आस्था और प्रेम की लौ|MDC-3_U6_T6.2|30
5|कवयित्री ने 'दीपक' को 'मधुर-मधुर' जलने के लिए क्यों कहा है?|केवल खुशबू|पीड़ा को सहते हुए भी प्रेम और नम्रता से जलना|तेज जलना|विरोध करना|पीड़ा को सहते हुए भी प्रेम और नम्रता से जलना|MDC-3_U6_T6.2|30
6|कविता में 'जल' (Burning) किसका प्रतीक है?|केवल आग|विरह, कष्ट और साधना|खुशी|ज्ञान|विरह, कष्ट और साधना|MDC-3_U6_T6.2|30
7|कवयित्री 'दीपक' को किस बात का 'संदेश' देना चाहती है?|विरोध|निरंतर जलते रहने और सेवा का|बुझ जाने का|सो जाने का|निरंतर जलते रहने और सेवा का|MDC-3_U6_T6.2|30
8|कविता में 'पतंग' (Moth) किसका प्रतीक है?|केवल कीड़ा|अज्ञान, मोह और समर्पण|विरह|ज्ञान|अज्ञान, मोह और समर्पण|MDC-3_U6_T6.2|30
9|महादेवी वर्मा की कविता में 'छायावाद' की कौन सी विशेषता प्रमुख है?|राजनीतिक चेतना|रहस्यवाद, समर्पण और वेदना की अभिव्यक्ति|सामाजिक क्रांति|शुद्ध यथार्थवाद|रहस्यवाद, समर्पण और वेदना की अभिव्यक्ति|MDC-3_U6_T6.2|30
10|कवयित्री 'दीपक' को किस बात का 'वाहक' (Carrier) मानती है?|केवल अंधकार|अज्ञात प्रियतम के प्रति प्रेम और आस्था|दुःख|विरोध|अज्ञात प्रियतम के प्रति प्रेम और आस्था|MDC-3_U6_T6.2|30
11|कविता में 'विरह' (Separation) को किस रूप में चित्रित किया गया है?|केवल दुःख|साधना और रचनात्मकता का स्रोत|केवल आर्थिक|सामाजिक|साधना और रचनात्मकता का स्रोत|MDC-3_U6_T6.2|30
12|कवयित्री 'दीपक' को 'पल-पल' जलने के लिए क्यों कहती है?|केवल समय|जीवन की क्षणभंगुरता और निरंतर प्रयास|स्थिरता|आलस्य|जीवन की क्षणभंगुरता और निरंतर प्रयास|MDC-3_U6_T6.2|30
13|'मधुर-मधुर मेरे दीपक जल' में 'प्रेम' का स्वरूप कैसा है?|लौकिक और क्षणभंगुर|उदात्त, शाश्वत और आत्मिक समर्पण|केवल सामाजिक|केवल राजनीतिक|उदात्त, शाश्वत और आत्मिक समर्पण|MDC-3_U6_T6.2|30
14|कवयित्री 'दीपक' को 'सेवा' के लिए क्यों प्रेरित करती है?|केवल खुशी|अज्ञात प्रियतम के पथ को आलोकित करने के लिए|विरह|ज्ञान|अज्ञात प्रियतम के पथ को आलोकित करने के लिए|MDC-3_U6_T6.2|30
15|कविता में 'अंधकार' (Darkness) किसका प्रतीक है?|केवल रात|अज्ञान, निराशा और मोह|प्रकाश|ज्ञान|अज्ञान, निराशा और मोह|MDC-3_U6_T6.2|30
16|कवयित्री 'दीपक' के 'बुझ जाने' को किस रूप में देखती है?|केवल दुःख|साधना का अंत और जीवन की असफलता|खुशी|विरोध|साधना का अंत और जीवन की असफलता|MDC-3_U6_T6.2|30
17|कविता में 'विरह' को 'माधुर्य' (Sweetness) क्यों कहा गया है?|यह झूठ है|पीड़ा में भी प्रियतम की स्मृति का आनंद है|यह कमजोरी है|यह शक्ति है|पीड़ा में भी प्रियतम की स्मृति का आनंद है|MDC-3_U6_T6.2|30
18|महादेवी वर्मा के काव्य में 'रहस्यवाद' (Mysticism) का क्या अर्थ है?|ईश्वर को न जानना|अज्ञात सत्ता के प्रति प्रेम, विरह और समर्पण|केवल जादू|समाज से छिपना|अज्ञात सत्ता के प्रति प्रेम, विरह और समर्पण|MDC-3_U6_T6.2|30
19|कवयित्री 'दीपक' के 'शारीरिक' जलने को क्या मानती है?|केवल क्षति|आत्मा का तप और बलिदान|धन|ज्ञान|आत्मा का तप और बलिदान|MDC-3_U6_T6.2|30
20|'मधुर-मधुर मेरे दीपक जल' में 'आत्मा' किसका प्रतीक है?|केवल शरीर|प्रेमिका|प्रियतम|दीपक|दीपक|MDC-3_U6_T6.2|30
21|कविता में 'प्रकाश' किसका प्रतीक है?|केवल दिन|ज्ञान, चेतना और प्रेम|अंधकार|दुःख|ज्ञान, चेतना और प्रेम|MDC-3_U6_T6.2|30
22|कवयित्री 'दीपक' को 'बुझने' से क्यों रोकती है?|केवल डर|साधना और सेवा में निरंतरता के लिए|विरोध के कारण|ज्ञान के लिए|साधना और सेवा में निरंतरता के लिए|MDC-3_U6_T6.2|30
23|'मधुर-मधुर मेरे दीपक जल' में 'प्रियतम' का 'पथ' (Path) किसका प्रतीक है?|केवल सड़क|आध्यात्मिक यात्रा और लक्ष्य|धन|युद्ध|आध्यात्मिक यात्रा और लक्ष्य|MDC-3_U6_T6.2|30
24|कवयित्री 'विरह' को किस बात का 'अधिकार' मानती है?|केवल दुःख|प्रियतम के प्रेम का प्रमाण और साधना|धन|शक्ति|प्रियतम के प्रेम का प्रमाण और साधना|MDC-3_U6_T6.2|30
25|कविता में 'पतंग' (Moth) का दीपक पर 'जल जाना' किसका प्रतीक है?|मोह का अंत|प्रियतम के प्रति पूर्ण समर्पण और मोह का अंत|केवल मृत्यु|ज्ञान की प्राप्ति|प्रियतम के प्रति पूर्ण समर्पण और मोह का अंत|MDC-3_U6_T6.2|30
26|'मधुर-मधुर मेरे दीपक जल' में 'साधना' किस रूप में व्यक्त हुई है?|कठोर तपस्या|विरह और सेवा के माध्यम से|केवल पूजा-पाठ|केवल ध्यान|विरह और सेवा के माध्यम से|MDC-3_U6_T6.2|30
27|कवयित्री 'दीपक' को 'विनम्रता' (Humility) से जलने के लिए क्यों कहती है?|केवल सुंदरता|अहंकार त्यागकर प्रेम और सेवा के लिए|तेज जलना|विरोध करना|अहंकार त्यागकर प्रेम और सेवा के लिए|MDC-3_U6_T6.2|30
28|कविता में 'जीवन' (Life) को किस रूप में दर्शाया गया है?|स्थिर|दीपक के समान जलता हुआ और गतिशील|केवल आनंदमय|केवल दुखी|दीपक के समान जलता हुआ और गतिशील|MDC-3_U6_T6.2|30
29|कवयित्री 'विरह' को 'प्रियतम' के 'आगमन' के लिए क्या मानती है?|रुकावट|अनिवार्य तैयारी और मार्ग|दुःख|अंधकार|अनिवार्य तैयारी और मार्ग|MDC-3_U6_T6.2|30
30|'मधुर-मधुर मेरे दीपक जल' में 'प्रियतम' (Beloved) का स्वरूप कैसा है?|केवल मानव|अज्ञात, अलौकिक और निराकार|केवल राजा|ज्ञान|अज्ञात, अलौकिक और निराकार|MDC-3_U6_T6.2|30
31|कविता में 'दीपक' के 'तेल' (Oil) का क्या महत्व है?|केवल ईंधन|आत्मा की ऊर्जा और प्रेम|धन|ज्ञान|आत्मा की ऊर्जा और प्रेम|MDC-3_U6_T6.2|30
32|कवयित्री 'दीपक' को 'झोंके' (Gusts) से क्यों बचाती है?|केवल हवा|विरोध और बाधाओं से बचाने के लिए|तेज जलना|बुझने के लिए|विरोध और बाधाओं से बचाने के लिए|MDC-3_U6_T6.2|30
33|'मधुर-मधुर मेरे दीपक जल' में 'सेवा' का भाव किस पर केंद्रित है?|केवल समाज|अज्ञात प्रियतम के पथ को आलोकित करना|राजा|पुरोहित|अज्ञात प्रियतम के पथ को आलोकित करना|MDC-3_U6_T6.2|30
34|कवयित्री 'दीपक' को किस बात का 'साक्षी' (Witness) मानती है?|केवल अंधेरा|प्रेम, विरह और साधना का|धन|ज्ञान|प्रेम, विरह और साधना का|MDC-3_U6_T6.2|30
35|कविता में 'जीवन' का 'उद्देश्य' क्या है?|केवल धन कमाना|निरंतर साधना और सेवा|राजनीतिक शक्ति|ज्ञान प्राप्त करना|निरंतर साधना और सेवा|MDC-3_U6_T6.2|30
36|कवयित्री 'दीपक' को 'नारी' के किस गुण से जोड़ती है?|क्रोध|कोमलता, समर्पण और त्याग|शक्ति|वीरों का गुण|कोमलता, समर्पण और त्याग|MDC-3_U6_T6.2|30
37|'मधुर-मधुर मेरे दीपक जल' में 'दीपक' के 'लौ' (Flame) का क्या महत्व है?|केवल गर्मी|प्रेम और आस्था की निरंतरता|विरोध|अंधकार|प्रेम और आस्था की निरंतरता|MDC-3_U6_T6.2|30
38|कवयित्री 'अंधकार' को 'चुनौती' क्यों देती है?|केवल डर|प्रकाश और ज्ञान के लिए|धन के लिए|युद्ध के लिए|प्रकाश और ज्ञान के लिए|MDC-3_U6_T6.2|30
39|कविता में 'पतंग' का 'मोह' किसका प्रतीक है?|धन|सांसारिक आकर्षण और अज्ञान|ज्ञान|विरोध|सांसारिक आकर्षण और अज्ञान|MDC-3_U6_T6.2|30
40|कवयित्री 'दीपक' को किस बात का 'परिणाम' मानती है?|केवल दुःख|अज्ञात प्रियतम के प्रेम का|धन|ज्ञान|अज्ञात प्रियतम के प्रेम का|MDC-3_U6_T6.2|30
41|'मधुर-मधुर मेरे दीपक जल' में 'प्रेम' का 'लक्ष्य' क्या है?|केवल मिलन|आत्मा का परमात्मा से पूर्ण विलय और सेवा|धन कमाना|युद्ध|आत्मा का परमात्मा से पूर्ण विलय और सेवा|MDC-3_U6_T6.2|30
42|कवयित्री 'दीपक' को 'त्याग' (Sacrifice) करने के लिए क्यों कहती है?|केवल दुःख|प्रेम और साधना के लिए|धन|ज्ञान|प्रेम और साधना के लिए|MDC-3_U6_T6.2|30
43|कविता में 'दीपक' को 'मौन' क्यों रहने के लिए कहा गया है?|केवल चुप्पी|शांति से निरंतर जलने और नम्रता के लिए|विरोध के लिए|तेज जलना|शांति से निरंतर जलने और नम्रता के लिए|MDC-3_U6_T6.2|30
44|'मधुर-मधुर मेरे दीपक जल' में 'विरह' की 'अग्नि' किसका प्रतीक है?|केवल आग|शुद्धीकरण और प्रेम की परीक्षा|धन|ज्ञान|शुद्धीकरण और प्रेम की परीक्षा|MDC-3_U6_T6.2|30
45|कवयित्री 'दीपक' को किस बात का 'संदेशवाहक' (Messenger) मानती है?|विरोध|प्रेम, आस्था और साधना का|अंधकार|दुःख|प्रेम, आस्था और साधना का|MDC-3_U6_T6.2|30
46|'मधुर-मधुर मेरे दीपक जल' में 'आस्था' (Faith) किस पर केंद्रित है?|केवल धन|प्रियतम के प्रेम और अस्तित्व पर|विरोध|अंधकार|प्रियतम के प्रेम और अस्तित्व पर|MDC-3_U6_T6.2|30
