id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|संगम युग (Sangam Age) का संबंध किस प्राचीन भारतीय क्षेत्र से है?|उत्तरी भारत|पश्चिमी भारत|दक्षिण भारत (तमिल क्षेत्र)|पूर्वी भारत|दक्षिण भारत (तमिल क्षेत्र)|MIC-3_U4_T4.3|30
2|'संगम' (Sangam) शब्द का शाब्दिक अर्थ क्या है?|युद्ध|ज्ञान|सभा या अकादमी|व्यापार|सभा या अकादमी|MIC-3_U4_T4.3|30
3|संगम साहित्य की रचना कितने साहित्यिक अकादमियों (संगम) के दौरान हुई मानी जाती है?|दो|तीन|चार|पाँच|तीन|MIC-3_U4_T4.3|30
4|संगम साहित्य किस भाषा में लिखा गया है?|संस्कृत|प्राकृत|तमिल|तेलुगु|तमिल|MIC-3_U4_T4.3|30
5|संगम युग के प्रमुख तीन राज्य (Three Kingdoms) कौन से थे?|पल्लव, चालुक्य, राष्ट्रकूट|चोल, चेर, पांड्य|सातवाहन, शक, कुषाण|गुप्त, वर्धन, पाल|चोल, चेर, पांड्य|MIC-3_U4_T4.3|30
6|चोलों का प्रतीक (Emblem) क्या था?|हाथी|बाघ|मछली|धनुष|बाघ|MIC-3_U4_T4.3|30
7|पांड्यों का प्रतीक क्या था?|मछली|बाघ|धनुष|घोड़ा|मछली|MIC-3_U4_T4.3|30
8|चेरों का प्रतीक क्या था?|हाथी|धनुष और बाण|बाघ|मछली|धनुष और बाण|MIC-3_U4_T4.3|30
9|संगम साहित्य का सबसे महत्वपूर्ण संकलन कौन सा है, जो मुख्य रूप से कविताएँ हैं?|तोलकाप्पियम|एट्टुटोकई (आठ संकलन) और पट्टुप्पाट्टु (दस गीत)|शीलप्पदिकारम|मणिमेकलाई|एट्टुटोकई (आठ संकलन) और पट्टुप्पाट्टु (दस गीत)|MIC-3_U4_T4.3|30
10|संगम साहित्य का सबसे पुराना व्याकरण ग्रंथ कौन सा है?|तोलकाप्पियम|पट्टुप्पाट्टु|एट्टुटोकई|तिरुक्कुरल|तोलकाप्पियम|MIC-3_U4_T4.3|30
11|संगम साहित्य के प्रमुख विषय क्या थे?|केवल धर्म|प्रेम (अहम) और युद्ध (पुरम)|केवल व्यापार|केवल सामाजिक नियम|प्रेम (अहम) और युद्ध (पुरम)|MIC-3_U4_T4.3|30
12|संगम काल के 'प्रेम' से संबंधित कविताओं को क्या कहा जाता है?|पुरम|अहम|तोलकाप्पियम|मणिमेकलाई|अहम|MIC-3_U4_T4.3|30
13|संगम काल के 'युद्ध' और 'वीरता' से संबंधित कविताओं को क्या कहा जाता है?|अहम|पुरम|तिरुक्कुरल|एट्टुटोकई|पुरम|MIC-3_U4_T4.3|30
14|संगम काल की 'अर्थव्यवस्था' किस पर आधारित थी?|केवल शिकार|कृषि और समुद्री व्यापार|केवल उद्योग|पशुपालन|कृषि और समुद्री व्यापार|MIC-3_U4_T4.3|30
15|संगम काल में 'मुत्तु-कुशल' (Muttucchan) किसके लिए प्रसिद्ध था?|घोड़े|हाथी|मोती और मूंगा|सोना|मोती और मूंगा|MIC-3_U4_T4.3|30
