id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|पांड्य वंश (Pandya Dynasty) का शासन मुख्य रूप से दक्षिण भारत के किस क्षेत्र में था?|केरल|तमिलनाडु का दक्षिणी और दक्षिण-पूर्वी तट|आंध्र प्रदेश|कर्नाटक|तमिलनाडु का दक्षिणी और दक्षिण-पूर्वी तट|MIC-3_U6_T6.2|30
2|संगम युग के तीन प्रमुख राजवंशों में पांड्य वंश का प्रतीक (Emblem) क्या था?|बाघ|धनुष और बाण|मछली (विशेष रूप से दो मछलियाँ)|हाथी|मछली (विशेष रूप से दो मछलियाँ)|MIC-3_U6_T6.2|30
3|पांड्य वंश की राजधानी (Capital) क्या थी?|वंजि|पुहार|मदुरई|कांची|मदुरई|MIC-3_U6_T6.2|30
4|पांड्य शासकों में सबसे प्रसिद्ध और शक्तिशाली शासक किसे माना जाता है, जिसका वर्णन संगम साहित्य में है?|करिकालन|नेडुन्जेरल आदन|नेडुन्जेलियन (Nedunjeliyan)|सेनगुट्टुवन|नेडुन्जेलियन (Nedunjeliyan)|MIC-3_U6_T6.2|30
5|पांड्य शासकों की उपाधि (Title) क्या थी?|वनवन|कुट्टुवन|मीनवन (Minavan), वलाधि|चक्रवर्ती|मीनवन (Minavan), वलाधि|MIC-3_U6_T6.2|30
6|पांड्य वंश के 'शासन' की प्रकृति कैसी थी?|गणराज्य|राजतंत्र (वंशानुगत राजा द्वारा शासित)|केवल व्यापारी संघ|कुलीनतंत्र|राजतंत्र (वंशानुगत राजा द्वारा शासित)|MIC-3_U6_T6.2|30
7|पांड्य राजाओं का मुख्य 'राजनीतिक कार्य' (Political Function) क्या था?|केवल धार्मिक अनुष्ठान|युद्ध, न्याय और राजस्व संग्रह|केवल व्यापार|शिक्षा का प्रचार|युद्ध, न्याय और राजस्व संग्रह|MIC-3_U6_T6.2|30
8|पांड्य काल में 'न्यायिक प्रणाली' (Judiciary) का प्रमुख कौन था?|राजा (न्यायालय: अवई)|पुरोहित|सेनापति|मंत्री|राजा (न्यायालय: अवई)|MIC-3_U6_T6.2|30
9|पांड्य समाज में 'शिक्षा' और 'साहित्य' का मुख्य केंद्र कौन सा था?|पुहार|कावेरीपट्टनम|मदुरई|कांची|मदुरई|MIC-3_U6_T6.2|30
10|पांड्य शासकों ने किस भाषा के विकास को संरक्षण दिया?|संस्कृत|तमिल|प्राकृत|तेलुगु|तमिल|MIC-3_U6_T6.2|30
