id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|प्राचीन भारत में 'गणराज्य' (Republics) मुख्य रूप से किस राजनीतिक स्वरूप को दर्शाते थे?|वंशानुगत राजा का शासन|लोगों द्वारा निर्वाचित सभा का शासन (गैर-राजतंत्र)|केवल पुरोहितों का शासन|सैन्य तानाशाही|लोगों द्वारा निर्वाचित सभा का शासन (गैर-राजतंत्र)|MIC-3_U3_T3.2|30
2|गणराज्यों को सामान्यतः किस नाम से जाना जाता था?|साम्राज्य|संघ या गण|महानगर|दुर्ग|संघ या गण|MIC-3_U3_T3.2|30
3|सबसे प्रसिद्ध और शक्तिशाली गणराज्य या संघ कौन सा था, जिसका वर्णन बौद्ध साहित्य में मिलता है?|मल्ल|वज्जि (वैजी)|शाक्य|कुरु|वज्जि (वैजी)|MIC-3_U3_T3.2|30
4|वज्जि संघ (Vajji Confederacy) की राजधानी क्या थी?|चंपा|वैशाली|कौशाम्बी|पाटलिपुत्र|वैशाली|MIC-3_U3_T3.2|30
5|वज्जि संघ कितने 'कुलों' (Clans) का एक समूह था?|दो|आठ|सोलह|चार|आठ|MIC-3_U3_T3.2|30
6|वज्जि संघ का सबसे प्रमुख और शक्तिशाली कुल कौन सा था?|शाक्य|मल्ल|लिच्छवी|कोलीय|लिच्छवी|MIC-3_U3_T3.2|30
7|गणराज्यों में शासन की शक्ति किसके हाथों में निहित होती थी?|एकमात्र राजा|पुरोहितों का समूह|गण (सभा) के सदस्य (बहुसंख्यक मुखिया)|सेनापति|गण (सभा) के सदस्य (बहुसंख्यक मुखिया)|MIC-3_U3_T3.2|30
8|गणराज्यों के 'प्रमुख' (Head) को क्या कहा जाता था?|राजा|सेनानी|गणपति या राजा (परंपरागत अर्थ में नहीं)|महामात्र|गणपति या राजा (परंपरागत अर्थ में नहीं)|MIC-3_U3_T3.2|30
9|गणराज्यों की 'सभा' (Assembly) कहाँ आयोजित होती थी?|राजमहल|संथागार (Santhaagara)|युद्ध मैदान|मंदिर|संथागार (Santhaagara)|MIC-3_U3_T3.2|30
10|बुद्ध और महावीर का संबंध किस प्रकार के राज्यों से था?|केवल राजतंत्र|राजतंत्र और गणराज्य दोनों|केवल विशाल साम्राज्य|केवल गणराज्य|केवल गणराज्य|MIC-3_U3_T3.2|30
11|गौतम बुद्ध किस गणराज्य से संबंधित थे?|लिच्छवी|शाक्य|मल्ल|वज्जि|शाक्य|MIC-3_U3_T3.2|30
12|जैन धर्म के संस्थापक महावीर का संबंध किस गणराज्य से था?|मल्ल|लिच्छवी|शाक्य|वृष्णि|लिच्छवी|MIC-3_U3_T3.2|30
13|प्राचीन भारत में गणराज्यों के अस्तित्व की अवधि क्या मानी जाती है?|ईसा पूर्व छठी शताब्दी से ईसा पूर्व चौथी शताब्दी तक|मौर्य काल से गुप्त काल तक|केवल वैदिक काल|केवल महाजनपद काल|ईसा पूर्व छठी शताब्दी से ईसा पूर्व चौथी शताब्दी तक|MIC-3_U3_T3.2|30
14|वज्जि गणराज्य की 'लोकतांत्रिक परंपरा' की विशेषता क्या थी?|सभी नागरिक निर्णय लेते थे|निर्णय सभा में सर्वसम्मति से या बहुमत से लिए जाते थे|केवल राजा निर्णय लेता था|केवल धनी व्यक्ति निर्णय लेते थे|निर्णय सभा में सर्वसम्मति से या बहुमत से लिए जाते थे|MIC-3_U3_T3.2|30
15|गणराज्यों की न्यायिक शक्ति किसके पास होती थी?|न्यायाधीश|गणराज्य की सभा (Assembly)|राजा का मंत्री|केवल पुरोहित|गणराज्य की सभा (Assembly)|MIC-3_U3_T3.2|30
16|किस राजतंत्र शासक ने वज्जि संघ को जीतने के लिए एक मंत्री की मदद ली और उसे विभाजित किया?|चंद्रगुप्त मौर्य|बिम्बिसार|अजातशत्रु|महापद्मनंद|अजातशत्रु|MIC-3_U3_T3.2|30
17|वज्जि संघ के पतन का मुख्य कारण क्या था?|आंतरिक विद्रोह|मगध (अजातशत्रु) द्वारा सैन्य आक्रमण और फूट डालना|केवल विदेशी व्यापार में कमी|बुद्ध का निधन|मगध (अजातशत्रु) द्वारा सैन्य आक्रमण और फूट डालना|MIC-3_U3_T3.2|30
18|गणराज्यों की राजनीतिक व्यवस्था को किस अन्य नाम से भी जाना जाता था, जिसका अर्थ 'कुछ लोगों का शासन' है?|लोकतंत्र|राजतंत्र|कुलीनतंत्र या अल्पतंत्र (Oligarchy)|तानाशाही|कुलीनतंत्र या अल्पतंत्र (Oligarchy)|MIC-3_U3_T3.2|30
19|गणराज्यों की 'अर्थव्यवस्था' किस पर आधारित थी?|केवल उद्योग|कृषि, पशुपालन और स्थानीय व्यापार|समुद्री व्यापार|केवल धातु खनन|कृषि, पशुपालन और स्थानीय व्यापार|MIC-3_U3_T3.2|30
20|गणराज्यों में कौन सा 'सामाजिक वर्ग' सभा में भाग लेने का अधिकारी था?|सभी नागरिक|केवल वयस्क पुरुष सदस्य (कुलों के मुखिया)|केवल ब्राह्मण|केवल क्षत्रिय|केवल वयस्क पुरुष सदस्य (कुलों के मुखिया)|MIC-3_U3_T3.2|30
21|वज्जि संघ को मगध के राजा अजातशत्रु ने जीतने के लिए किस हथियार का प्रयोग किया था?|तलवार|रथ-मुसल और महाशिलाकंटक (युद्ध इंजन)|हाथी|केवल तीर-कमान|रथ-मुसल और महाशिलाकंटक (युद्ध इंजन)|MIC-3_U3_T3.2|30
22|बौद्ध साहित्य में गणराज्यों को 'अपरिहार्य धर्म' (Seven Rules of Welfare) का पालन करने की सलाह किसने दी?|महावीर|आनंद|बुद्ध|अजातशत्रु|बुद्ध|MIC-3_U3_T3.2|30
23|महाजनपद काल के 'गणराज्यों' के विपरीत, 'राजतंत्रों' में शक्ति किसके हाथों में केंद्रित थी?|सभा|एक वंशानुगत राजा|व्यापारी संघ|पुरोहित वर्ग|एक वंशानुगत राजा|MIC-3_U3_T3.2|30
24|गणराज्यों के सदस्य 'राजस्व' (Revenue) के रूप में क्या एकत्र करते थे?|केवल सोना|उत्पादन का एक हिस्सा (कृषि कर)|केवल धार्मिक दान|विदेशी व्यापार शुल्क|उत्पादन का एक हिस्सा (कृषि कर)|MIC-3_U3_T3.2|30
25|गणराज्यों की 'लोकतांत्रिक परंपराओं' को किस कारण से आधुनिक लोकतंत्र से अलग माना जाता है?|कोई चुनाव नहीं होते थे|महिलाएं, दास और श्रमिक वर्ग सभा में शामिल नहीं होते थे|गणराज्यों में राजा होता था|कोई न्यायिक प्रणाली नहीं थी|महिलाएं, दास और श्रमिक वर्ग सभा में शामिल नहीं होते थे|MIC-3_U3_T3.2|30
26|किस महाकाव्य में 'गणराज्य' के राजनीतिक स्वरूपों का विस्तृत वर्णन मिलता है?|रामायण|महाभारत|अष्टाध्यायी|अर्थशास्त्र|महाभारत|MIC-3_U3_T3.2|30
27|सिकंदर के आक्रमण के समय किस क्षेत्र में अनेक छोटे-छोटे गणराज्य अस्तित्व में थे?|मगध|दक्षिण भारत|उत्तर-पश्चिमी भारत (पंजाब और सिंध)|पूर्वी भारत|उत्तर-पश्चिमी भारत (पंजाब और सिंध)|MIC-3_U3_T3.2|30
28|वज्जि संघ में 'न्यायिक प्रक्रिया' किस पर आधारित थी?|अत्याधुनिक कानून|क्रमिक अपीलीय न्यायालयों की एक जटिल प्रणाली|केवल राजा का निर्णय|पुरोहितों की सलाह|क्रमिक अपीलीय न्यायालयों की एक जटिल प्रणाली|MIC-3_U3_T3.2|30
29|गणराज्यों में 'संघ के सदस्य' (Members of the Gana) स्वयं को क्या कहते थे?|मंत्री|सेनापति|राजा (Raja - प्रतीकात्मक अर्थ में)|दास|राजा (Raja - प्रतीकात्मक अर्थ में)|MIC-3_U3_T3.2|30
30|वज्जि संघ की लोकतांत्रिक परंपराओं से 'बुद्ध' किस बात से प्रभावित थे?|उनकी सैन्य शक्ति|उनकी एकता और संगठनात्मक क्षमता|उनके धार्मिक अनुष्ठान|उनके व्यापारिक संबंध|उनकी एकता और संगठनात्मक क्षमता|MIC-3_U3_T3.2|30
31|गणराज्यों के पतन के बाद कौन सी राजनीतिक व्यवस्था प्रमुख हो गई?|केवल धार्मिक शासन|केंद्रित राजशाही (Centralized Monarchy)|पूर्ण लोकतंत्र|सामुदायिक जीवन|केंद्रित राजशाही (Centralized Monarchy)|MIC-3_U3_T3.2|30
32|शाक्य गणराज्य की राजधानी क्या थी?|कुशीनगर|पावा|कपिलवस्तु|वैशाली|कपिलवस्तु|MIC-3_U3_T3.2|30
33|गणराज्यों की 'विदेश नीति' किसके द्वारा तय की जाती थी?|केवल युद्ध मंत्री|सभा और गणपति|राजा और पुरोहित|व्यापारी संघ|सभा और गणपति|MIC-3_U3_T3.2|30
34|गणराज्यों में 'गुप्त मतदान' (Secret Ballot) जैसी प्रणाली का उपयोग होता था, इसका संकेत किससे मिलता है?|सलाका-ग्राहक (सलाका या लकड़ी की छड़ी का उपयोग)|केवल हाथ उठाना|जोर से बोलना|सिक्कों का उपयोग|सलाका-ग्राहक (सलाका या लकड़ी की छड़ी का उपयोग)|MIC-3_U3_T3.2|30
35|मल्ल गणराज्य किन दो भागों में विभाजित था?|उत्तरी और दक्षिणी|पावा और कुशीनगर|पूर्वी और पश्चिमी|वैशाली और कपिलवस्तु|पावा और कुशीनगर|MIC-3_U3_T3.2|30
36|वज्जि संघ के पतन का एक अन्य कारण क्या माना जाता है?|केवल कृषि का ह्रास|सदस्यों के बीच आंतरिक फूट और मतभेद|विदेशी व्यापार में वृद्धि|लोहे की कमी|सदस्यों के बीच आंतरिक फूट और मतभेद|MIC-3_U3_T3.2|30
37|गणराज्यों में 'सलाका-ग्राहक' (Salaka Grahaka) का क्या कार्य था?|न्यायाधीश|मतपत्रों (सलाका) को गिनने वाला अधिकारी|राजस्व संग्रहकर्ता|सेनापति|मतपत्रों (सलाका) को गिनने वाला अधिकारी|MIC-3_U3_T3.2|30
38|प्राचीन गणराज्यों की 'लोकतांत्रिक परंपराओं' का अध्ययन क्यों महत्वपूर्ण है?|यह केवल मनोरंजन है|यह प्राचीन भारतीय राजनीति के गैर-राजशाही स्वरूप को समझने में मदद करता है|यह केवल महिलाओं के अधिकारों के लिए है|यह केवल व्यापारिक इतिहास है|यह प्राचीन भारतीय राजनीति के गैर-राजशाही स्वरूप को समझने में मदद करता है|MIC-3_U3_T3.2|30
39|'संघ' (Sangha) शब्द का अर्थ गणराज्यों के संदर्भ में क्या था?|कबीले का समूह|एक मठ|एक धार्मिक संस्था|एक विशाल साम्राज्य|कबीले का समूह|MIC-3_U3_T3.2|30
40|वज्जि संघ के 'लिच्छवियों' को किस जाति से संबंधित माना जाता है?|ब्राह्मण|क्षत्रिय (सूर्यवंशी)|वैश्य|शूद्र|क्षत्रिय (सूर्यवंशी)|MIC-3_U3_T3.2|30
41|गणराज्यों में 'सेना' (Army) का संगठन किस प्रकार होता था?|केवल राजा के अधीन|प्रत्येक कुल या सदस्य अपनी सेना का योगदान करता था|कोई सेना नहीं थी|केवल किराये के सैनिक|प्रत्येक कुल या सदस्य अपनी सेना का योगदान करता था|MIC-3_U3_T3.2|30
42|वज्जि संघ के पतन के बाद 'वैशाली' किस साम्राज्य का हिस्सा बन गया?|कुरु|अवन्ति|मगध|पांचाल|मगध|MIC-3_U3_T3.2|30
43|मगध के उत्कर्ष के साथ ही गणराज्यों का क्या हुआ?|वे और शक्तिशाली हो गए|उनका धीरे-धीरे राजतंत्रों में विलय हो गया|उन्होंने विदेश में प्रवास किया|वे धर्म से जुड़ गए|उनका धीरे-धीरे राजतंत्रों में विलय हो गया|MIC-3_U3_T3.2|30
44|गणराज्यों की सभा में बहस और चर्चा की प्रक्रिया किस पर आधारित होती थी?|केवल राजा का आदेश|निश्चित प्रक्रियाएँ और अनुशासन (जटिल नियम)|युद्ध|केवल धार्मिक ग्रंथ|निश्चित प्रक्रियाएँ और अनुशासन (जटिल नियम)|MIC-3_U3_T3.2|30
45|प्राचीन गणराज्यों की 'सभा' में कोरम (Quorum) पूरा करने की प्रथा किस बात का संकेत देती है?|उन्नत प्रशासनिक ढांचा|अव्यवस्था|केवल धार्मिक प्रथा|लोहे का उपयोग|उन्नत प्रशासनिक ढांचा|MIC-3_U3_T3.2|30
46|गणराज्यों में 'सामुदायिक भावना' (Communal Spirit) क्यों महत्वपूर्ण थी?|केवल मनोरंजन के लिए|बाहरी आक्रमणों से बचाव और आंतरिक एकजुटता के लिए|व्यापार को रोकने के लिए|केवल कृषि के लिए|बाहरी आक्रमणों से बचाव और आंतरिक एकजुटता के लिए|MIC-3_U3_T3.2|30
47|वज्जि संघ किस नदी के किनारे स्थित था?|गंगा|यमुना|रावी|नर्मदा|गंगा|MIC-3_U3_T3.2|30
48|बुद्ध ने गणराज्यों को सफल बने रहने के लिए किस सलाह पर जोर दिया?|लगातार युद्ध करना|नियमित और पूर्ण सभाएं आयोजित करना|केवल व्यापार पर ध्यान देना|एक राजा चुनना|नियमित और पूर्ण सभाएं आयोजित करना|MIC-3_U3_T3.2|30
49|गणराज्यों में 'शिक्षा' किस उद्देश्य से प्रदान की जाती थी?|केवल धार्मिक ज्ञान|युद्ध कौशल और गणराज्य के कानूनों का ज्ञान|केवल व्यापार|केवल मूर्तिकला|युद्ध कौशल और गणराज्य के कानूनों का ज्ञान|MIC-3_U3_T3.2|30
