id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|प्रेरणात्मक कौशल (Persuasion Skills) का मुख्य उद्देश्य क्या है?|केवल मनोरंजन|श्रोता या प्राप्तकर्ता को किसी विचार, दृष्टिकोण या कार्रवाई के लिए राजी करना|उदासीनता उत्पन्न करना|जटिलता बढ़ाना|श्रोता या प्राप्तकर्ता को किसी विचार, दृष्टिकोण या कार्रवाई के लिए राजी करना|SEC-3_U3_T3.5|30
2|प्रेरणात्मक संचार में 'एथोस' (Ethos) का क्या अर्थ है?|भावना|तर्क और तथ्य|वक्ता की विश्वसनीयता और चरित्र|समय|वक्ता की विश्वसनीयता और चरित्र|SEC-3_U3_T3.5|30
3|प्रेरणात्मक संचार में 'पैथोस' (Pathos) का क्या अर्थ है?|विश्वसनीयता|तर्क|श्रोताओं की भावनाओं (Emotions) को जाग्रत करना|जटिलता|श्रोताओं की भावनाओं (Emotions) को जाग्रत करना|SEC-3_U3_T3.5|30
4|प्रेरणात्मक संचार में 'लोगोस' (Logos) का क्या अर्थ है?|भावना|तर्क, तर्कसंगतता और साक्ष्य|विश्वास|सादगी|तर्क, तर्कसंगतता और साक्ष्य|SEC-3_U3_T3.5|30
5|प्रेरणात्मक कौशल में 'श्रोता विश्लेषण' (Audience Analysis) क्यों महत्वपूर्ण है?|केवल समय बर्बाद करना|संदेश को श्रोता की जरूरतों और विश्वासों के अनुसार ढालना|जटिलता बढ़ाना|उदासीन रहना|संदेश को श्रोता की जरूरतों और विश्वासों के अनुसार ढालना|SEC-3_U3_T3.5|30
6|प्रेरणात्मक संचार में 'सहानुभूति' (Empathy) क्यों आवश्यक है?|केवल मनोरंजन|श्रोता के प्रतिरोध (Resistance) को समझने और दूर करने के लिए|जटिलता बढ़ाना|समय बर्बाद करना|श्रोता के प्रतिरोध (Resistance) को समझने और दूर करने के लिए|SEC-3_U3_T3.5|30
7|प्रेरणात्मक संदेश को 'तर्कसंगत' (Logical) बनाने के लिए किस पर जोर देना चाहिए?|केवल भावना|ठोस तथ्य, डेटा और साक्ष्य|अस्पष्टता|व्यक्तिगत राय|ठोस तथ्य, डेटा और साक्ष्य|SEC-3_U3_T3.5|30
8|प्रेरणात्मक कौशल में 'जवाबदेही' (Accountability) सुनिश्चित करने के लिए क्या आवश्यक है?|केवल भावना|पारदर्शिता और ईमानदारी बनाए रखना|अस्पष्टता|जटिलता|पारदर्शिता और ईमानदारी बनाए रखना|SEC-3_U3_T3.5|30
9|प्रेरणात्मक संचार में 'रिवर्स साइकोलॉजी' (Reverse Psychology) का क्या उद्देश्य है?|केवल विरोध|प्राप्तकर्ता को विपरीत कार्य करने के लिए प्रेरित करना|खुशी|साधना|प्राप्तकर्ता को विपरीत कार्य करने के लिए प्रेरित करना|SEC-3_U3_T3.5|30
10|प्रेरणात्मक संचार में 'कमजोर तर्क' (Weak Arguments) का क्या नुकसान है?|विश्वास बढ़ाना|विश्वसनीयता (Credibility) और प्रभावशीलता को कम करना|जटिलता बढ़ाना|केवल भावना|विश्वसनीयता (Credibility) और प्रभावशीलता को कम करना|SEC-3_U3_T3.5|30
11|प्रेरणात्मक संचार में 'बार-बार दोहराव' (Repetition) का उपयोग क्यों किया जाता है?|केवल समय बर्बाद करना|मुख्य बिंदुओं पर जोर देने और उन्हें यादगार बनाने के लिए|उदासीनता बढ़ाना|जटिलता बढ़ाना|मुख्य बिंदुओं पर जोर देने और उन्हें यादगार बनाने के लिए|SEC-3_U3_T3.5|30
