id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|गलत संचार (Miscommunication) का सबसे आम परिणाम क्या है?|उत्पादकता में वृद्धि|समय की बर्बादी और गलतियाँ|केवल व्यक्तिगत संबंध बनाना|जटिलता में कमी|समय की बर्बादी और गलतियाँ|SEC-3_U1_T1.5|30
2|प्रभावी संचार (Effective Communication) का मुख्य उद्देश्य क्या है?|केवल संदेश भेजना|वांछित परिणाम प्राप्त करना और गलतफहमी से बचना|शोर उत्पन्न करना|केवल औपचारिक होना|वांछित परिणाम प्राप्त करना और गलतफहमी से बचना|SEC-3_U1_T1.5|30
3|संचार प्रक्रिया में 'शोर' (Noise) किस बात का मुख्य कारण बनता है?|सक्रिय श्रवण|गलत संचार (Miscommunication)|शिष्टाचार|स्पष्टता|गलत संचार (Miscommunication)|SEC-3_U1_T1.5|30
4|प्रभावी संचार के लिए '7C' सिद्धांत में 'Completeness' (पूर्णता) का क्या महत्व है?|संदेश को अपूर्ण रखना|प्राप्तकर्ता को निर्णय लेने के लिए आवश्यक सभी जानकारी देना|संदेश को अस्पष्ट बनाना|केवल मौखिक होना|प्राप्तकर्ता को निर्णय लेने के लिए आवश्यक सभी जानकारी देना|SEC-3_U1_T1.5|30
5|'सक्रिय श्रवण' (Active Listening) क्यों आवश्यक है?|केवल जवाब देने के लिए|गलत व्याख्या से बचने और वक्ता के इरादे को समझने के लिए|बातचीत को रोकना|उदासीन रहना|गलत व्याख्या से बचने और वक्ता के इरादे को समझने के लिए|SEC-3_U1_T1.5|30
6|पेशेवर जीवन में 'अस्पष्टता' (Vagueness) से बचने के लिए संदेश में क्या गुण होना चाहिए?|सार्वभौमिक भाषा|विशिष्टता (Specificity) और ठोसता (Concreteness)|जटिलता|अलंकारिक भाषा|विशिष्टता (Specificity) और ठोसता (Concreteness)|SEC-3_U1_T1.5|30
7|शाब्दिक बाधाएँ (Semantic Barriers) किससे संबंधित होती हैं?|केवल शोर|शब्दों के गलत अर्थ या गलत व्याख्या से|शरीर की भाषा|संगठनात्मक पदानुक्रम|शब्दों के गलत अर्थ या गलत व्याख्या से|SEC-3_U1_T1.5|30
8|भावनात्मक बाधाएँ (Emotional Barriers) संचार को कैसे रोकती हैं?|जटिल भाषा से|पूर्वग्रह, क्रोध या अत्यधिक उत्साह के कारण वस्तुनिष्ठता को बाधित करके|भौतिक दूरी से|औपचारिक चैनलों से|पूर्वग्रह, क्रोध या अत्यधिक उत्साह के कारण वस्तुनिष्ठता को बाधित करके|SEC-3_U1_T1.5|30
9|प्रभावी संचार में 'गैर-मौखिक संकेत' (Non-verbal Cues) का कार्य क्या है?|संदेश को अनदेखा करना|संदेश के अर्थ को सुदृढ़ करना या विरोधाभास पैदा करना|केवल आवाज देना|केवल लिखित संचार|संदेश के अर्थ को सुदृढ़ करना या विरोधाभास पैदा करना|SEC-3_U1_T1.5|30
10|गलत संचार (Miscommunication) का एक प्रकार 'फिल्टरिंग' (Filtering) का अर्थ क्या है?|संदेश को लंबा करना|प्रेषक द्वारा जानबूझकर जानकारी को रोकना या हेरफेर करना|केवल सुनना|तेज गति|प्रेषक द्वारा जानबूझकर जानकारी को रोकना या हेरफेर करना|SEC-3_U1_T1.5|30
11|प्रभावी संचार के लिए 'संदेश' को 'प्राप्तकर्ता-उन्मुख' (Receiver-Oriented) बनाने का क्या अर्थ है?|केवल प्रेषक पर ध्यान केंद्रित करना|संदेश को प्राप्तकर्ता की रुचि और समझ के अनुसार ढालना|संदेश को जटिल बनाना|केवल औपचारिक होना|संदेश को प्राप्तकर्ता की रुचि और समझ के अनुसार ढालना|SEC-3_U1_T1.5|30
12|'भौतिक बाधाएँ' (Physical Barriers) किस प्रकार उत्पन्न होती हैं?|जटिल भाषा से|दूरी, शोर या खराब उपकरण के कारण|भावनाओं से|सांस्कृतिक अंतर से|दूरी, शोर या खराब उपकरण के कारण|SEC-3_U1_T1.5|30
13|संगठनात्मक बाधाओं (Organizational Barriers) का एक उदाहरण क्या है?|व्यक्तिगत भावनाएँ|जटिल संगठनात्मक संरचना या पदानुक्रम|भाषा का अंतर|केवल खराब सुनना|जटिल संगठनात्मक संरचना या पदानुक्रम|SEC-3_U1_T1.5|30
14|प्रभावी संचार में 'सहानुभूति' (Empathy) क्यों आवश्यक है?|केवल औपचारिक होने के लिए|प्राप्तकर्ता की भावनाओं और दृष्टिकोण को समझने के लिए|गलतफहमी पैदा करना|समय बर्बाद करना|प्राप्तकर्ता की भावनाओं और दृष्टिकोण को समझने के लिए|SEC-3_U1_T1.5|30
15|व्यवसायिक संचार में 'फीडबैक' (Feedback) की अनुपस्थिति का क्या परिणाम होता है?|प्रभावी संचार|प्रेषक को संदेश की समझ का पता नहीं चलता|स्पष्ट संदेश|तेज गति|प्रेषक को संदेश की समझ का पता नहीं चलता|SEC-3_U1_T1.5|30
16|प्रभावी संचार के लिए '7C' सिद्धांत में 'Correctness' (शुद्धता) का क्या अर्थ है?|संदेश संक्षिप्त हो|संदेश तथ्यात्मक रूप से और व्याकरण की दृष्टि से सही हो|संदेश अस्पष्ट हो|केवल मौखिक हो|संदेश तथ्यात्मक रूप से और व्याकरण की दृष्टि से सही हो|SEC-3_U1_T1.5|30
17|गलत संचार के कारण कार्यस्थल में क्या प्रभाव पड़ता है?|संबंधों में मजबूती|कर्मचारी मनोबल (Morale) और विश्वास में कमी|केवल तेजी|खुला संचार|कर्मचारी मनोबल (Morale) और विश्वास में कमी|SEC-3_U1_T1.5|30
18|'सक्रिय श्रवण' में 'पैरफ्रेजिंग' (Paraphrasing) का उद्देश्य क्या है?|जवाब न देना|संदेश की समझ की पुष्टि करना|बातचीत को रोकना|केवल बोलना|संदेश की समझ की पुष्टि करना|SEC-3_U1_T1.5|30
19|व्यवसायिक संचार में 'अत्यधिक जटिल Jargon' का उपयोग किसका कारण बनता है?|स्पष्ट संचार|शाब्दिक बाधा (Semantic Barrier)|सक्रिय श्रवण|सहानुभूति|शाब्दिक बाधा (Semantic Barrier)|SEC-3_U1_T1.5|30
20|प्रभावी संचार के लिए '7C' सिद्धांत में 'Conciseness' (संक्षिप्तता) क्यों महत्वपूर्ण है?|संदेश को जटिल बनाने के लिए|समय बचाने और ध्यान केंद्रित रखने के लिए|अधिक जानकारी देने के लिए|केवल औपचारिकता के लिए|समय बचाने और ध्यान केंद्रित रखने के लिए|SEC-3_U1_T1.5|30
21|'सांस्कृतिक बाधाएँ' (Cultural Barriers) संचार को कैसे रोकती हैं?|केवल शारीरिक दूरी से|हाव-भाव और शब्दों की गलत व्याख्या से|जटिल संगठनात्मक संरचना से|केवल शोर से|हाव-भाव और शब्दों की गलत व्याख्या से|SEC-3_U1_T1.5|30
22|प्रभावी संचार में 'गैर-मौखिक संकेतों' को किस बात से 'संगत' (Consistent) होना चाहिए?|भौतिक बाधाएँ|मौखिक संदेश|जटिल Jargon|शोर|मौखिक संदेश|SEC-3_U1_T1.5|30
23|गलत संचार का एक कारण 'ओवरलोडिंग' (Overloading) क्या है?|बहुत कम जानकारी देना|एक बार में बहुत अधिक जानकारी देना|केवल मौखिक संचार|शोर उत्पन्न करना|एक बार में बहुत अधिक जानकारी देना|SEC-3_U1_T1.5|30
24|प्रभावी संचार के लिए 'सकारात्मक भाषा' (Positive Language) का उपयोग क्यों किया जाता है?|केवल औपचारिकता|प्राप्तकर्ता पर बेहतर प्रभाव डालने और आत्मविश्वास बनाने के लिए|संदेश को अस्पष्ट करने के लिए|केवल Jargon के लिए|प्राप्तकर्ता पर बेहतर प्रभाव डालने और आत्मविश्वास बनाने के लिए|SEC-3_U1_T1.5|30
25|प्रभावी संचार के लिए '7C' सिद्धांत में 'Clarity' (स्पष्टता) का क्या अर्थ है?|संदेश जटिल हो|संदेश सरल, स्पष्ट और समझने में आसान हो|संदेश लंबा हो|संदेश अस्पष्ट हो|संदेश सरल, स्पष्ट और समझने में आसान हो|SEC-3_U1_T1.5|30
26|'शारीरिक बाधाएँ' (Physical Barriers) होने पर किस प्रकार का संचार चैनल चुनना चाहिए?|केवल मौखिक|लिखित (ईमेल, रिपोर्ट) या वीडियो कॉल (दूरी कम करने के लिए)|केवल गैर-मौखिक|केवल शोर|लिखित (ईमेल, रिपोर्ट) या वीडियो कॉल (दूरी कम करने के लिए)|SEC-3_U1_T1.5|30
27|'सक्रिय श्रवण' के दौरान किस बात से बचना चाहिए?|प्रश्न पूछना|बाधा डालना या बीच में टोकना|आँख से संपर्क|फीडबैक देना|बाधा डालना या बीच में टोकना|SEC-3_U1_T1.5|30
28|संगठनात्मक बाधाएँ (Organizational Barriers) किस बात को धीमा कर सकती हैं?|व्यक्तिगत संपर्क|सूचना का प्रवाह और निर्णय लेना|सक्रिय श्रवण|सहानुभूति|सूचना का प्रवाह और निर्णय लेना|SEC-3_U1_T1.5|30
29|प्रभावी संचार में 'उद्देश्य' (Purpose) का क्या महत्व है?|संदेश को अस्पष्ट करना|यह सुनिश्चित करना कि संदेश का एक स्पष्ट और ज्ञात लक्ष्य है|केवल मनोरंजन|समय बर्बाद करना|यह सुनिश्चित करना कि संदेश का एक स्पष्ट और ज्ञात लक्ष्य है|SEC-3_U1_T1.5|30
30|'नकारात्मक भावनाएँ' (Negative Emotions) संचार को कैसे प्रभावित करती हैं?|स्पष्टता बढ़ाना|संदेश को विकृत (Distort) करना और रक्षात्मकता बढ़ाना|सक्रिय श्रवण को प्रोत्साहित करना|केवल औपचारिकता|संदेश को विकृत (Distort) करना और रक्षात्मकता बढ़ाना|SEC-3_U1_T1.5|30
31|गलत संचार का एक कारण 'समय अंतराल' (Time Lags) क्या है?|संदेश तुरंत भेजना|संदेश भेजने और प्राप्त करने में देरी|केवल मौखिक संचार|अनौपचारिक संचार|संदेश भेजने और प्राप्त करने में देरी|SEC-3_U1_T1.5|30
32|प्रभावी संचार के लिए '7C' सिद्धांत में 'Consideration' (विचारशीलता) का क्या अर्थ है?|केवल अपने बारे में सोचना|प्राप्तकर्ता की आवश्यकता और भावना पर विचार करना|संदेश को जटिल बनाना|अस्पष्टता|प्राप्तकर्ता की आवश्यकता और भावना पर विचार करना|SEC-3_U1_T1.5|30
33|व्यवसायिक संचार में 'अनौपचारिक संचार' (Grapevine) के कारण कौन सा संचार दोष उत्पन्न होता है?|स्पष्ट संदेश|अफवाहें और गलत सूचना का प्रसार|सक्रिय श्रवण|केवल औपचारिकता|अफवाहें और गलत सूचना का प्रसार|SEC-3_U1_T1.5|30
34|प्रभावी संचार में 'हाव-भाव' (Gestures) का सही उपयोग किस बात को दर्शाता है?|भ्रम|आत्मविश्वास और जुड़ाव|उदासीनता|केवल मौखिक संचार|आत्मविश्वास और जुड़ाव|SEC-3_U1_T1.5|30
35|गलत संचार के कारण 'अंतर-व्यक्तिगत संघर्ष' (Interpersonal Conflict) क्यों उत्पन्न होता है?|सहानुभूति के कारण|गलत व्याख्या और गलतफहमी के कारण|सक्रिय श्रवण के कारण|स्पष्ट संदेश के कारण|गलत व्याख्या और गलतफहमी के कारण|SEC-3_U1_T1.5|30
36|प्रभावी संचार में 'फीडबैक' (Feedback) का उद्देश्य क्या है?|केवल शिकायत|संदेश की समझ को मान्य करना और सुधार करना|समय बर्बाद करना|अस्पष्टता|संदेश की समझ को मान्य करना और सुधार करना|SEC-3_U1_T1.5|30
37|'सांस्कृतिक बाधा' को दूर करने के लिए कौन सा दृष्टिकोण अपनाना चाहिए?|रूढ़िबद्धता|सांस्कृतिक संवेदनशीलता और विनम्रता|जातीय श्रेष्ठता|केवल Jargon|सांस्कृतिक संवेदनशीलता और विनम्रता|SEC-3_U1_T1.5|30
38|प्रभावी संचार में 'टालमटोल' (Avoidance) की प्रवृत्ति का क्या नुकसान है?|संघर्ष समाधान|समस्याओं को अनसुलझा छोड़ना और विश्वास को कम करना|सक्रिय श्रवण|स्पष्टता|समस्याओं को अनसुलझा छोड़ना और विश्वास को कम करना|SEC-3_U1_T1.5|30
39|प्रभावी संचार के लिए 'सक्रिय श्रवण' में 'आँख से संपर्क' (Eye Contact) क्यों आवश्यक है?|ध्यान भटकाना|वक्ता के प्रति सम्मान और रुचि दिखाना|डर पैदा करना|केवल औपचारिकता|वक्ता के प्रति सम्मान और रुचि दिखाना|SEC-3_U1_T1.5|30
40|'भौतिक बाधाएँ' होने पर किस प्रकार का संचार 'धीमा' हो जाता है?|केवल लिखित|मौखिक संचार (व्यक्ति-से-व्यक्ति)|ईमेल|रिपोर्ट|मौखिक संचार (व्यक्ति-से-व्यक्ति)|SEC-3_U1_T1.5|30
41|प्रभावी संचार के लिए '7C' सिद्धांत में 'Courtesy' (विनम्रता) का क्या अर्थ है?|आक्रामक होना|विनम्र और सम्मानजनक टोन का उपयोग करना|जटिलता बढ़ाना|केवल सूचना देना|विनम्र और सम्मानजनक टोन का उपयोग करना|SEC-3_U1_T1.5|30
42|गलत संचार के कारण 'कमजोर निर्णय लेना' (Poor Decision Making) क्यों होता है?|बहुत स्पष्ट संदेश|अपूर्ण या गलत जानकारी के कारण|केवल सक्रिय श्रवण|बहुत तेज गति|अपूर्ण या गलत जानकारी के कारण|SEC-3_U1_T1.5|30
43|प्रभावी संचार में 'प्रत्यक्षता' (Directness) का उपयोग कब किया जाना चाहिए?|उच्च-संदर्भ संस्कृति में|जब स्पष्टता महत्वपूर्ण हो और संस्कृति प्रत्यक्ष संचार को स्वीकार करे|हमेशा|कभी नहीं|जब स्पष्टता महत्वपूर्ण हो और संस्कृति प्रत्यक्ष संचार को स्वीकार करे|SEC-3_U1_T1.5|30
44|'संगठनात्मक बाधाएँ' किस कारण उत्पन्न हो सकती हैं?|केवल व्यक्तिगत राय|सत्ता संघर्ष, संरचनात्मक दोष या अत्यधिक नियम|भाषा का अंतर|केवल भावनाएँ|सत्ता संघर्ष, संरचनात्मक दोष या अत्यधिक नियम|SEC-3_U1_T1.5|30
45|प्रभावी संचार का 'अंतिम लक्ष्य' क्या है?|केवल संदेश भेजना|पारस्परिक समझ और संगठनात्मक लक्ष्यों की प्राप्ति|शोर उत्पन्न करना|केवल औपचारिक होना|पारस्परिक समझ और संगठनात्मक लक्ष्यों की प्राप्ति|SEC-3_U1_T1.5|30
46|गलत संचार का एक कारण 'चयनात्मक धारणा' (Selective Perception) क्या है?|केवल सुनना|प्राप्तकर्ता द्वारा केवल वही जानकारी चुनना जो उसके विश्वासों से मेल खाती हो|सभी जानकारी स्वीकार करना|केवल बोलना|प्राप्तकर्ता द्वारा केवल वही जानकारी चुनना जो उसके विश्वासों से मेल खाती हो|SEC-3_U1_T1.5|30
47|'भावनात्मक बाधाओं' को दूर करने के लिए कौन सी रणनीति आवश्यक है?|केवल चिल्लाना|तटस्थ भाषा का उपयोग करना और भावनाओं को प्रबंधित करना|जटिल Jargon|केवल अनौपचारिक होना|तटस्थ भाषा का उपयोग करना और भावनाओं को प्रबंधित करना|SEC-3_U1_T1.5|30
48|प्रभावी संचार के लिए 'सकारात्मक बॉडी लैंग्वेज' (Positive Body Language) क्या दर्शाती है?|असुरक्षा|खुलापन, आत्मविश्वास और रुचि|उदासीनता|क्रोध|खुलापन, आत्मविश्वास और रुचि|SEC-3_U1_T1.5|30
49|व्यवसायिक संचार में 'अहंकार' (Ego) की भावना किस प्रकार की बाधा उत्पन्न करती है?|शारीरिक|भावनात्मक (सुनने से रोकना)|भाषाई|संगठनात्मक|भावनात्मक (सुनने से रोकना)|SEC-3_U1_T1.5|30
50|प्रभावी संचार का एक महत्वपूर्ण सिद्धांत 'एकता' (Unity) का क्या अर्थ है?|संदेश जटिल हो|मौखिक और गैर-मौखिक संदेशों के बीच सामंजस्य हो|केवल Jargon|संदेश अस्पष्ट हो|मौखिक और गैर-मौखिक संदेशों के बीच सामंजस्य हो|SEC-3_U1_T1.5|30
