id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|बैठक (Meeting) का प्राथमिक उद्देश्य क्या होता है?|मनोरंजन करना|चर्चा के माध्यम से सूचनाओं का आदान-प्रदान और निर्णय लेना|प्रतिभागियों को एक-दूसरे से मिलवाना|केवल वरिष्ठ अधिकारियों को रिपोर्ट प्रस्तुत करना|चर्चा के माध्यम से सूचनाओं का आदान-प्रदान और निर्णय लेना|SEC-3_U3_T3.6|30
2|बैठक के एजेंडा का मुख्य कार्य क्या है?|बैठक की समाप्ति की घोषणा करना|बैठक में चर्चा किए जाने वाले विषयों की रूपरेखा तैयार करना|सभी प्रतिभागियों को स्नैक्स वितरित करना|पिछले मिनट्स को अस्वीकार करना|बैठक में चर्चा किए जाने वाले विषयों की रूपरेखा तैयार करना|SEC-3_U3_T3.6|30
3|वह कौन सा दस्तावेज़ है जो बैठक के दौरान हुई चर्चाओं और लिए गए निर्णयों का आधिकारिक रिकॉर्ड होता है?|परिचय पुस्तिका (Introduction Manual)|कार्यवृत्त (Minutes)|प्रस्तावना नोट (Introductory Note)|व्यक्तिगत नोट्स (Personal Notes)|कार्यवृत्त (Minutes)|SEC-3_U3_T3.6|30
4|बैठक की अध्यक्षता करने वाले व्यक्ति की प्राथमिक जिम्मेदारी क्या है?|सभी चर्चाओं में स्वयं भाग लेना|यह सुनिश्चित करना कि बैठक एजेंडा के अनुसार और समय पर पूरी हो|सभी प्रतिभागियों को नाश्ता परोसना|सबसे पहले अपना निर्णय सुनाना|यह सुनिश्चित करना कि बैठक एजेंडा के अनुसार और समय पर पूरी हो|SEC-3_U3_T3.6|30
5|बैठक को सफल बनाने के लिए सबसे आवश्यक तत्व क्या है?|केवल एक ही व्यक्ति का बोलना|स्पष्ट उद्देश्य और प्रभावी एजेंडा|प्रतिभागियों की अधिक संख्या|सजावटी कमरे की व्यवस्था|स्पष्ट उद्देश्य और प्रभावी एजेंडा|SEC-3_U3_T3.6|30
6|किस प्रकार की बैठक में 'कोरम' (Quorum) का होना अत्यंत आवश्यक होता है?|अनौपचारिक चाय-चर्चा|निर्णय लेने वाली औपचारिक बैठकें (Formal Decision-Making Meetings)|सहकर्मियों के बीच आकस्मिक बातचीत|प्रेरणादायक सत्र (Motivational Session)|निर्णय लेने वाली औपचारिक बैठकें (Formal Decision-Making Meetings)|SEC-3_U3_T3.6|30
7|वार्ता (Negotiation) का सबसे पहला और महत्वपूर्ण चरण क्या है?|बार्गेनिंग (Bargaining)|समझौते को लागू करना|समझौते पर हस्ताक्षर करना|तैयारी (Preparation)|तैयारी (Preparation)|SEC-3_U3_T3.6|30
8|वार्ता में BATNA का पूर्ण रूप क्या है?|सबसे अच्छा समय और नया समझौता|सर्वश्रेष्ठ वैकल्पिक समझौता (Best Alternative To a Negotiated Agreement)|बेहतरीन अधिग्रहण तकनीक और नया दृष्टिकोण|बुनियादी आकलन और तकनीकी आवश्यकताएँ|सर्वश्रेष्ठ वैकल्पिक समझौता (Best Alternative To a Negotiated Agreement)|SEC-3_U3_T3.6|30
9|समझौते की संभावना के क्षेत्र को क्या कहा जाता है, जहाँ दोनों पक्षों के हित मिलते हैं?|विरोध क्षेत्र (Conflict Zone)|ZOPA (Zone of Possible Agreement)|निराशा बिंदु (Point of Frustration)|लक्ष्य क्षेत्र (Target Area)|ZOPA (Zone of Possible Agreement)|SEC-3_U3_T3.6|30
10|किस प्रकार की वार्ता में एक पक्ष का लाभ सीधे तौर पर दूसरे पक्ष की हानि होता है?|एकीकृत वार्ता (Integrative Negotiation)|वितरणात्मक वार्ता (Distributive Negotiation)|सहयोगी वार्ता (Collaborative Negotiation)|मध्यस्थता (Mediation)|वितरणात्मक वार्ता (Distributive Negotiation)|SEC-3_U3_T3.6|30
11|'विन-विन' (Win-Win) रणनीति किस प्रकार की वार्ता में अपनाई जाती है, जहाँ संबंधों पर ज़ोर दिया जाता है?|वितरणात्मक (Distributive)|प्रतिस्पर्धी (Competitive)|एकीकृत (Integrative)|शून्य-योग (Zero-Sum)|एकीकृत (Integrative)|SEC-3_U3_T3.6|30
12|वार्ता में सबसे पहले अत्यधिक ऊँचा या निम्न प्रस्ताव रखना कौन सी रणनीति है, जो बाद के निर्णयों को प्रभावित करती है?|गतिरोध (Impasse)|लंगर डालना (Anchoring)|मध्यस्थता (Mediation)|सहानुभूति (Empathy)|लंगर डालना (Anchoring)|SEC-3_U3_T3.6|30
