id|question|opt1|opt2|opt3|opt4|answer|tags|time_limit_seconds
1|साक्षात्कार (Interview) का प्राथमिक उद्देश्य क्या है?|केवल औपचारिक परिचय देना|किसी उम्मीदवार या व्यक्ति की योग्यता, व्यक्तित्व और ज्ञान का मूल्यांकन करना|केवल दस्तावेज़ों का सत्यापन करना|कर्मचारियों के बीच सामाजिक मेल-जोल बढ़ाना|किसी उम्मीदवार या व्यक्ति की योग्यता, व्यक्तित्व और ज्ञान का मूल्यांकन करना|SEC-3_U3_T3.7|30
2|नौकरी हेतु साक्षात्कार (Job Interview) में सबसे सामान्य प्रश्न क्या है?|"क्या आप खाना बनाना जानते हैं?"|"आपकी सबसे बड़ी ताकत और कमजोरी क्या है?"|"आपकी पसंदीदा फिल्म कौन सी है?"|"क्या आप कल काम पर आ सकते हैं?"|"आपकी सबसे बड़ी ताकत और कमजोरी क्या है?"|SEC-3_U3_T3.7|30
3|'पदोन्नति हेतु साक्षात्कार' (Promotion Interview) का फोकस मुख्य रूप से किस पर होता है?|उम्मीदवार की वर्तमान नौकरी में असफलताएँ|उच्च पद की जिम्मेदारियों को संभालने की क्षमता और नेतृत्व कौशल|उम्मीदवार की पिछली सभी नौकरियों का विवरण|नए कर्मचारियों को प्रशिक्षित करने की उसकी इच्छा|उच्च पद की जिम्मेदारियों को संभालने की क्षमता और नेतृत्व कौशल|SEC-3_U3_T3.7|30
4|व्यवसायिक साक्षात्कार (Business Interview) का उपयोग अक्सर किस उद्देश्य के लिए किया जाता है?|कम्पनी की गपशप जानने के लिए|बाजार अनुसंधान, मीडिया रिपोर्टिंग या किसी उत्पाद पर विशेषज्ञ की राय जानने के लिए|नए कर्मचारियों को प्रशिक्षण देने के लिए|पुरानी फाइलों को व्यवस्थित करने के लिए|बाजार अनुसंधान, मीडिया रिपोर्टिंग या किसी उत्पाद पर विशेषज्ञ की राय जानने के लिए|SEC-3_U3_T3.7|30
5|एक साक्षात्कार के दौरान उम्मीदवार के 'गैर-मौखिक संचार' (Non-verbal Communication) में क्या शामिल है?|केवल बोली गई भाषा|हाव-भाव, आँखों का संपर्क और मुद्रा (Posture)|तेज़ आवाज़ में बोलना|कठोर शब्दावली का प्रयोग|हाव-भाव, आँखों का संपर्क और मुद्रा (Posture)|SEC-3_U3_T3.7|30
6|साक्षात्कार से पहले 'कंपनी के बारे में शोध' करना क्यों आवश्यक है?|सिर्फ समय बर्बाद करने के लिए|साक्षात्कारकर्ता को प्रभावित करने और अपनी प्रासंगिकता सिद्ध करने के लिए|कंपनी की गुप्त जानकारी चुराने के लिए|सिर्फ उनके उत्पाद खरीदने के लिए|साक्षात्कारकर्ता को प्रभावित करने और अपनी प्रासंगिकता सिद्ध करने के लिए|SEC-3_U3_T3.7|30
7|STAR पद्धति का उपयोग किस प्रकार के साक्षात्कार प्रश्नों का उत्तर देने के लिए किया जाता है?|केवल हाँ/नहीं वाले प्रश्न|व्यवहार-आधारित प्रश्न (Behavioural Questions)|तकनीकी ज्ञान वाले प्रश्न|वर्तमान घटनाओं पर आधारित प्रश्न|व्यवहार-आधारित प्रश्न (Behavioural Questions)|SEC-3_U3_T3.7|30
8|STAR पद्धति में R का क्या अर्थ है?|विचार (Reasoning)|परिणाम (Result)|संबंध (Relation)|योग्यता (Requirement)|परिणाम (Result)|SEC-3_U3_T3.7|30
9|'हाइब्रिड साक्षात्कार' (Hybrid Interview) में क्या शामिल होता है?|केवल व्यक्तिगत मुलाकात|केवल फ़ोन पर बातचीत|व्यक्तिगत मुलाकात और ऑनलाइन माध्यमों (जैसे वीडियो कॉल) का मिश्रण|केवल लिखित परीक्षा|व्यक्तिगत मुलाकात और ऑनलाइन माध्यमों (जैसे वीडियो कॉल) का मिश्रण|SEC-3_U3_T3.7|30
10|पदोन्नति साक्षात्कार में, उम्मीदवार को अपने किस अनुभव पर ज़ोर देना चाहिए?|अपने सहकर्मियों की कमियाँ|अपनी वर्तमान भूमिका में सफलताएँ और उच्च स्तर की परियोजनाओं को संभालने की तैयारी|कंपनी के इतिहास की जानकारी|स्कूल के पुराने किस्से|अपनी वर्तमान भूमिका में सफलताएँ और उच्च स्तर की परियोजनाओं को संभालने की तैयारी|SEC-3_U3_T3.7.1|30
11|जॉब इंटरव्यू में 'प्रश्न पूछना' क्यों महत्वपूर्ण माना जाता है?|यह दिखाता है कि आप घबराए हुए हैं|यह आपकी रुचि और तैयारी को दर्शाता है|यह साक्षात्कारकर्ता का समय बर्बाद करता है|यह आपकी अज्ञानता को दर्शाता है|यह आपकी रुचि और तैयारी को दर्शाता है|SEC-3_U3_T3.7.2|30
12|व्यवसायिक साक्षात्कार के लिए तैयारी करते समय, विषय-वस्तु के अतिरिक्त किस बात पर ध्यान देना चाहिए?|केवल अपने कपड़े|साक्षात्कारकर्ता की विशेषज्ञता और उनके काम का क्षेत्र|सिर्फ कमरे की सजावट|आज का मौसम|साक्षात्कारकर्ता की विशेषज्ञता और उनके काम का क्षेत्र|SEC-3_U3_T3.7.3|30
13|साक्षात्कार में 'कवर लेटर' (Cover Letter) भेजने का क्या उद्देश्य है?|यह दिखाने के लिए कि आप बहुत सारे दस्तावेज़ भेज सकते हैं|अपनी योग्यता और रुचि को संक्षिप्त रूप में व्यक्त करना और साक्षात्कार के लिए पृष्ठभूमि तैयार करना|सिर्फ एक अतिरिक्त दस्तावेज़ जोड़ना|अपने दोस्त का पता देना|अपनी योग्यता और रुचि को संक्षिप्त रूप में व्यक्त करना और साक्षात्कार के लिए पृष्ठभूमि तैयार करना|SEC-3_U3_T3.7.2|30
14|किसी समस्या को हल करने के लिए अतीत में आपके द्वारा उठाए गए कदमों को जानने के लिए कौन से प्रश्न पूछे जाते हैं?|परिस्थितिजन्य (Situational) प्रश्न|व्यवहार-आधारित (Behavioural) प्रश्न|ज्ञान-आधारित (Knowledge-based) प्रश्न|हाँ/नहीं वाले प्रश्न|व्यवहार-आधारित (Behavioural) प्रश्न|SEC-3_U3_T3.7|30
15|एक पदोन्नति साक्षात्कार के लिए, उम्मीदवार के पास सबसे महत्वपूर्ण 'सबूत' क्या होना चाहिए?|पिछले वर्ष की छुट्टियाँ|अपनी वर्तमान भूमिका में प्राप्त परिणाम और उपलब्धियाँ|कंपनी के अध्यक्ष का फोन नंबर|अपनी पुरानी स्कूल की मार्कशीट|अपनी वर्तमान भूमिका में प्राप्त परिणाम और उपलब्धियाँ|SEC-3_U3_T3.7.1|30
16|जॉब इंटरव्यू के दौरान 'पोशाक संहिता' (Dress Code) कैसी होनी चाहिए?|आरामदायक टी-शर्ट और जींस|पेशावर, साफ-सुथरी और अवसर के अनुरूप|बहुत ही रंगीन और चमकदार|पजामा और चप्पल|पेशावर, साफ-सुथरी और अवसर के अनुरूप|SEC-3_U3_T3.7.2|30
17|व्यवसायिक साक्षात्कार में 'जार्गन' (Jargon) का उपयोग कब उचित है?|जब साक्षात्कारकर्ता और आप दोनों एक ही क्षेत्र के विशेषज्ञ हों|हमेशा, हर परिस्थिति में|जब आप साक्षात्कारकर्ता को भ्रमित करना चाहते हों|जब आप विषय के बारे में कुछ नहीं जानते हों|जब साक्षात्कारकर्ता और आप दोनों एक ही क्षेत्र के विशेषज्ञ हों|SEC-3_U3_T3.7.3|30
